,County,Year,Deaths,Population,Crude Rate
8020,"Monroe County, IL",2017.0,17,34097,Unreliable
8021,"Monroe County, IL",2015.0,22,33879,64.9
8022,"Monroe County, IL",2013.0,20,33493,59.7
8023,"Monroe County, IN",2013.0,67,141888,47.2
8024,"Monroe County, IN",2014.0,58,143339,40.5
8025,"Monroe County, IN",2012.0,55,141019,39
8026,"Monroe County, IN",2017.0,56,146986,38.1
8027,"Monroe County, IN",2015.0,48,144705,33.2
8028,"Monroe County, IN",2016.0,45,145496,30.9
8029,"Monroe County, KY",2013.0,13,10681,Unreliable
8030,"Monroe County, KY",2014.0,10,10704,Unreliable
8031,"Monroe County, KY",2015.0,10,10667,Unreliable
8032,"Monroe County, KY",2017.0,19,10659,Unreliable
8033,"Monroe County, MI",2013.0,129,150376,85.8
8034,"Monroe County, MI",2012.0,114,151048,75.5
8035,"Monroe County, MI",2014.0,111,149824,74.1
8036,"Monroe County, MI",2017.0,94,149649,62.8
8037,"Monroe County, MI",2015.0,90,149568,60.2
8038,"Monroe County, MI",2016.0,86,149208,57.6
8039,"Monroe County, MO",2016.0,10,8558,Unreliable
8040,"Monroe County, MS",2012.0,16,36421,Unreliable
8041,"Monroe County, MS",2013.0,35,36116,96.9
8042,"Monroe County, MS",2016.0,30,35873,83.6
8043,"Monroe County, MS",2015.0,29,35827,80.9
8044,"Monroe County, MS",2017.0,27,35872,75.3
8045,"Monroe County, MS",2014.0,24,36003,66.7
8046,"Monroe County, NY",2012.0,438,747813,58.6
8047,"Monroe County, NY",2014.0,398,749857,53.1
8048,"Monroe County, NY",2015.0,384,749600,51.2
8049,"Monroe County, NY",2013.0,373,749606,49.8
8050,"Monroe County, NY",2017.0,367,747642,49.1
8051,"Monroe County, NY",2016.0,339,747727,45.3
8052,"Monroe County, OH",2014.0,13,14465,Unreliable
8053,"Monroe County, OH",2015.0,12,14409,Unreliable
8054,"Monroe County, OH",2017.0,11,13946,Unreliable
8055,"Monroe County, PA",2013.0,112,167148,67
8056,"Monroe County, PA",2015.0,110,166397,66.1
8057,"Monroe County, PA",2012.0,109,168798,64.6
8058,"Monroe County, PA",2014.0,104,166314,62.5
8059,"Monroe County, PA",2016.0,96,166098,57.8
8060,"Monroe County, PA",2017.0,85,168046,50.6
8061,"Monroe County, TN",2015.0,53,45771,115.8
8062,"Monroe County, TN",2016.0,51,45970,110.9
8063,"Monroe County, TN",2013.0,50,45265,110.5
8064,"Monroe County, TN",2014.0,46,45233,101.7
8065,"Monroe County, TN",2017.0,41,46240,88.7
8066,"Monroe County, TN",2012.0,34,45133,75.3
8067,"Monroe County, WI",2012.0,34,45100,75.4
8068,"Monroe County, WI",2017.0,34,45625,74.5
8069,"Monroe County, WI",2013.0,30,45298,66.2
8070,"Monroe County, WI",2014.0,30,45379,66.1
8071,"Monroe County, WI",2015.0,22,45549,48.3
8072,"Monroe County, WI",2016.0,22,45623,48.2
8073,"Monroe County, WV",2012.0,13,13463,Unreliable
8074,"Monroe County, WV",2014.0,16,13582,Unreliable
8075,"Monroe County, WV",2015.0,12,13506,Unreliable
8076,"Monroe County, WV",2016.0,13,13370,Unreliable
8077,"Montague County, TX",2014.0,14,19416,Unreliable
8078,"Montague County, TX",2015.0,16,19262,Unreliable
8079,"Montague County, TX",2016.0,17,19414,Unreliable
8080,"Montague County, TX",2017.0,14,19539,Unreliable
8081,"Montague County, TX",2013.0,25,19503,128.2
8082,"Montague County, TX",2012.0,23,19565,117.6
8083,"Montcalm County, MI",2014.0,48,62893,76.3
8084,"Montcalm County, MI",2013.0,47,63105,74.5
8085,"Montcalm County, MI",2016.0,45,62974,71.5
8086,"Montcalm County, MI",2012.0,42,63097,66.6
8087,"Montcalm County, MI",2015.0,40,62945,63.5
8088,"Montcalm County, MI",2017.0,32,63550,50.4
8089,"Monterey County, CA",2014.0,122,431344,28.3
8090,"Monterey County, CA",2017.0,119,437907,27.2
8091,"Monterey County, CA",2013.0,111,428826,25.9
8092,"Monterey County, CA",2012.0,103,426762,24.1
8093,"Monterey County, CA",2016.0,99,435232,22.7
8094,"Monterey County, CA",2015.0,92,433898,21.2
8095,"Montezuma County, CO",2013.0,12,25642,Unreliable
8096,"Montezuma County, CO",2014.0,13,25772,Unreliable
8097,"Montezuma County, CO",2015.0,15,26168,Unreliable
8098,"Montezuma County, CO",2016.0,14,26999,Unreliable
8099,"Montezuma County, CO",2017.0,13,26140,Unreliable
8100,"Montgomery County, AL",2015.0,128,226519,56.5
8101,"Montgomery County, AL",2013.0,110,226659,48.5
8102,"Montgomery County, AL",2012.0,108,230149,46.9
8103,"Montgomery County, AL",2017.0,102,226646,45
8104,"Montgomery County, AL",2014.0,100,226189,44.2
8105,"Montgomery County, AL",2016.0,92,226349,40.6
8106,"Montgomery County, AR",2015.0,10,8970,Unreliable
8107,"Montgomery County, IA",2013.0,11,10424,Unreliable
8108,"Montgomery County, IA",2015.0,10,10234,Unreliable
8109,"Montgomery County, IL",2012.0,32,29620,108
8110,"Montgomery County, IL",2014.0,31,29359,105.6
8111,"Montgomery County, IL",2016.0,28,28952,96.7
8112,"Montgomery County, IL",2013.0,28,29654,94.4
8113,"Montgomery County, IL",2015.0,26,28898,90
8114,"Montgomery County, IL",2017.0,20,28790,69.5
8115,"Montgomery County, IN",2017.0,19,38525,Unreliable
8116,"Montgomery County, IN",2015.0,34,38227,88.9
8117,"Montgomery County, IN",2012.0,28,38254,73.2
8118,"Montgomery County, IN",2016.0,26,38074,68.3
8119,"Montgomery County, IN",2014.0,25,38146,65.5
8120,"Montgomery County, IN",2013.0,23,38177,60.2
8121,"Montgomery County, KS",2013.0,27,34292,78.7
8122,"Montgomery County, KS",2012.0,27,34459,78.4
8123,"Montgomery County, KS",2014.0,25,34065,73.4
8124,"Montgomery County, KS",2017.0,23,32556,70.6
8125,"Montgomery County, KS",2015.0,21,33314,63
8126,"Montgomery County, KS",2016.0,20,32746,61.1
8127,"Montgomery County, KY",2017.0,34,27928,121.7
8128,"Montgomery County, KY",2012.0,31,26902,115.2
8129,"Montgomery County, KY",2015.0,26,27608,94.2
8130,"Montgomery County, KY",2013.0,22,27251,80.7
8131,"Montgomery County, KY",2016.0,21,27771,75.6
8132,"Montgomery County, KY",2014.0,20,27474,72.8
8133,"Montgomery County, MD",2013.0,278,1016677,27.3
8134,"Montgomery County, MD",2012.0,269,1004709,26.8
8135,"Montgomery County, MD",2015.0,273,1040116,26.2
8136,"Montgomery County, MD",2014.0,264,1030447,25.6
8137,"Montgomery County, MD",2017.0,255,1058810,24.1
8138,"Montgomery County, MD",2016.0,246,1043863,23.6
8139,"Montgomery County, MO",2014.0,10,11841,Unreliable
8140,"Montgomery County, MO",2015.0,12,11703,Unreliable
8141,"Montgomery County, MO",2016.0,12,11620,Unreliable
8142,"Montgomery County, MO",2017.0,14,11438,Unreliable
8143,"Montgomery County, NC",2013.0,16,27571,Unreliable
8144,"Montgomery County, NC",2015.0,13,27548,Unreliable
8145,"Montgomery County, NC",2016.0,19,27418,Unreliable
8146,"Montgomery County, NC",2017.0,18,27435,Unreliable
8147,"Montgomery County, NC",2014.0,23,27395,84
8148,"Montgomery County, NC",2012.0,21,27668,75.9
8149,"Montgomery County, NY",2013.0,41,49897,82.2
8150,"Montgomery County, NY",2012.0,34,49941,68.1
8151,"Montgomery County, NY",2016.0,33,49276,67
8152,"Montgomery County, NY",2017.0,33,49258,67
8153,"Montgomery County, NY",2015.0,26,49642,52.4
8154,"Montgomery County, NY",2014.0,25,49779,50.2
8155,"Montgomery County, OH",2016.0,362,531239,68.1
8156,"Montgomery County, OH",2012.0,362,534325,67.7
8157,"Montgomery County, OH",2015.0,358,532258,67.3
8158,"Montgomery County, OH",2013.0,360,535846,67.2
8159,"Montgomery County, OH",2014.0,345,533116,64.7
8160,"Montgomery County, OH",2017.0,315,531542,59.3
8161,"Montgomery County, PA",2012.0,395,808460,48.9
8162,"Montgomery County, PA",2016.0,397,821725,48.3
8163,"Montgomery County, PA",2014.0,394,816857,48.2
8164,"Montgomery County, PA",2015.0,382,819264,46.6
8165,"Montgomery County, PA",2013.0,358,812376,44.1
8166,"Montgomery County, PA",2017.0,357,826075,43.2
8167,"Montgomery County, TN",2015.0,87,193479,45
8168,"Montgomery County, TN",2014.0,84,189961,44.2
8169,"Montgomery County, TN",2016.0,85,195734,43.4
8170,"Montgomery County, TN",2013.0,76,184119,41.3
8171,"Montgomery County, TN",2012.0,71,184468,38.5
8172,"Montgomery County, TN",2017.0,71,200182,35.5
8173,"Montgomery County, TX",2014.0,232,518947,44.7
8174,"Montgomery County, TX",2017.0,239,570934,41.9
8175,"Montgomery County, TX",2016.0,224,556203,40.3
8176,"Montgomery County, TX",2013.0,200,499137,40.1
8177,"Montgomery County, TX",2012.0,184,485047,37.9
8178,"Montgomery County, TX",2015.0,188,537559,35
8179,"Montgomery County, VA",2012.0,42,95194,44.1
8180,"Montgomery County, VA",2014.0,37,97244,38
8181,"Montgomery County, VA",2017.0,34,98559,34.5
8182,"Montgomery County, VA",2015.0,32,97653,32.8
8183,"Montgomery County, VA",2016.0,31,98602,31.4
8184,"Montgomery County, VA",2013.0,22,96207,22.9
8185,"Montmorency County, MI",2012.0,10,9476,Unreliable
8186,"Montmorency County, MI",2013.0,15,9350,Unreliable
8187,"Montmorency County, MI",2015.0,13,9259,Unreliable
8188,"Montmorency County, MI",2017.0,12,9250,Unreliable
8189,"Montour County, PA",2012.0,15,18356,Unreliable
8190,"Montour County, PA",2013.0,11,18541,Unreliable
8191,"Montour County, PA",2014.0,13,18641,Unreliable
8192,"Montour County, PA",2015.0,10,18557,Unreliable
8193,"Montour County, PA",2016.0,15,18343,Unreliable
8194,"Montour County, PA",2017.0,12,18272,Unreliable
8195,"Montrose County, CO",2015.0,19,40946,Unreliable
8196,"Montrose County, CO",2012.0,29,40725,71.2
8197,"Montrose County, CO",2016.0,29,41471,69.9
8198,"Montrose County, CO",2014.0,26,40873,63.6
8199,"Montrose County, CO",2013.0,22,40713,54
8200,"Montrose County, CO",2017.0,21,41784,50.3
8201,"Moore County, NC",2013.0,85,91587,92.8
8202,"Moore County, NC",2012.0,69,90302,76.4
8203,"Moore County, NC",2016.0,68,95776,71
8204,"Moore County, NC",2014.0,66,93077,70.9
8205,"Moore County, NC",2017.0,69,97264,70.9
8206,"Moore County, NC",2015.0,55,94352,58.3
8207,"Morehouse Parish, LA",2013.0,16,27057,Unreliable
8208,"Morehouse Parish, LA",2015.0,19,26395,Unreliable
8209,"Morehouse Parish, LA",2017.0,24,25641,93.6
8210,"Morehouse Parish, LA",2016.0,21,26071,80.5
8211,"Morehouse Parish, LA",2012.0,22,27559,79.8
8212,"Morehouse Parish, LA",2014.0,21,26760,78.5
8213,"Morgan County, AL",2017.0,87,118818,73.2
8214,"Morgan County, AL",2013.0,81,119787,67.6
8215,"Morgan County, AL",2014.0,75,119607,62.7
8216,"Morgan County, AL",2012.0,72,120395,59.8
8217,"Morgan County, AL",2015.0,67,119565,56
8218,"Morgan County, AL",2016.0,64,119012,53.8
8219,"Morgan County, CO",2012.0,17,28472,Unreliable
8220,"Morgan County, CO",2014.0,11,28328,Unreliable
8221,"Morgan County, CO",2015.0,12,28360,Unreliable
8222,"Morgan County, CO",2016.0,15,28274,Unreliable
8223,"Morgan County, CO",2017.0,15,28192,Unreliable
8224,"Morgan County, GA",2015.0,16,18046,Unreliable
8225,"Morgan County, GA",2017.0,14,18412,Unreliable
8226,"Morgan County, IL",2015.0,37,34828,106.2
8227,"Morgan County, IL",2014.0,31,34929,88.8
8228,"Morgan County, IL",2016.0,26,34277,75.9
8229,"Morgan County, IL",2017.0,23,33798,68.1
8230,"Morgan County, IL",2012.0,22,35272,62.4
8231,"Morgan County, IL",2013.0,20,35067,57
8232,"Morgan County, IN",2013.0,60,69782,86
8233,"Morgan County, IN",2017.0,53,69713,76
8234,"Morgan County, IN",2015.0,49,69648,70.4
8235,"Morgan County, IN",2012.0,47,69356,67.8
8236,"Morgan County, IN",2014.0,46,69693,66
8237,"Morgan County, IN",2016.0,43,69698,61.7
8238,"Morgan County, KY",2012.0,10,13668,Unreliable
8239,"Morgan County, KY",2013.0,12,13380,Unreliable
8240,"Morgan County, KY",2014.0,12,13303,Unreliable
8241,"Morgan County, KY",2015.0,14,13275,Unreliable
8242,"Morgan County, KY",2016.0,12,13298,Unreliable
8243,"Morgan County, KY",2017.0,11,13188,Unreliable
8244,"Morgan County, MO",2017.0,13,20145,Unreliable
8245,"Morgan County, MO",2012.0,30,20117,149.1
8246,"Morgan County, MO",2016.0,28,20213,138.5
8247,"Morgan County, MO",2014.0,28,20240,138.3
8248,"Morgan County, MO",2013.0,21,20265,103.6
8249,"Morgan County, MO",2015.0,20,20171,99.2
8250,"Morgan County, OH",2012.0,18,14911,Unreliable
8251,"Morgan County, OH",2014.0,10,14843,Unreliable
8252,"Morgan County, OH",2016.0,14,14804,Unreliable
8253,"Morgan County, OH",2017.0,11,14709,Unreliable
8254,"Morgan County, TN",2012.0,19,21931,Unreliable
8255,"Morgan County, TN",2014.0,16,21660,Unreliable
8256,"Morgan County, TN",2015.0,17,21498,Unreliable
8257,"Morgan County, TN",2017.0,15,21636,Unreliable
8258,"Morgan County, TN",2016.0,23,21554,106.7
8259,"Morgan County, TN",2013.0,20,21915,91.3
8260,"Morgan County, WV",2012.0,12,17471,Unreliable
8261,"Morgan County, WV",2013.0,17,17498,Unreliable
8262,"Morgan County, WV",2014.0,18,17453,Unreliable
8263,"Morgan County, WV",2015.0,14,17524,Unreliable
8264,"Morgan County, WV",2016.0,19,17632,Unreliable
8265,"Morgan County, WV",2017.0,22,17686,124.4
8266,"Morris County, NJ",2013.0,214,499397,42.9
8267,"Morris County, NJ",2015.0,200,499509,40
8268,"Morris County, NJ",2016.0,194,498423,38.9
8269,"Morris County, NJ",2014.0,188,499727,37.6
8270,"Morris County, NJ",2012.0,182,497999,36.5
8271,"Morris County, NJ",2017.0,179,499693,35.8
8272,"Morris County, TX",2012.0,14,12787,Unreliable
8273,"Morris County, TX",2013.0,16,12834,Unreliable
8274,"Morris County, TX",2015.0,12,12516,Unreliable
8275,"Morris County, TX",2016.0,16,12593,Unreliable
8276,"Morris County, TX",2017.0,16,12467,Unreliable
8277,"Morrison County, MN",2016.0,19,32821,Unreliable
8278,"Morrison County, MN",2017.0,26,33064,78.6
8279,"Morrison County, MN",2015.0,23,32775,70.2
8280,"Morrison County, MN",2013.0,22,32872,66.9
8281,"Morrison County, MN",2012.0,22,33052,66.6
8282,"Morrow County, OH",2015.0,29,35074,82.7
8283,"Morrow County, OH",2013.0,28,35033,79.9
8284,"Morrow County, OH",2014.0,27,35152,76.8
8285,"Morrow County, OH",2017.0,26,34994,74.3
8286,"Morrow County, OH",2012.0,25,34938,71.6
8287,"Morrow County, OH",2016.0,25,35036,71.4
8288,"Morton County, ND",2013.0,14,28990,Unreliable
8289,"Morton County, ND",2014.0,19,29822,Unreliable
8290,"Morton County, ND",2015.0,13,30310,Unreliable
8291,"Morton County, ND",2016.0,18,30809,Unreliable
8292,"Morton County, ND",2017.0,16,30796,Unreliable
8293,"Morton County, ND",2012.0,20,28101,71.2
8294,"Moultrie County, IL",2016.0,15,14827,Unreliable
8295,"Mower County, MN",2012.0,14,39372,Unreliable
8296,"Mower County, MN",2014.0,19,39323,Unreliable
8297,"Mower County, MN",2015.0,18,39116,Unreliable
8298,"Mower County, MN",2016.0,37,39163,94.5
8299,"Mower County, MN",2017.0,22,39566,55.6
8300,"Mower County, MN",2013.0,20,39327,50.9
8301,"Muhlenberg County, KY",2015.0,42,31183,134.7
8302,"Muhlenberg County, KY",2013.0,32,31179,102.6
8303,"Muhlenberg County, KY",2014.0,30,31207,96.1
8304,"Muhlenberg County, KY",2012.0,25,31181,80.2
8305,"Muhlenberg County, KY",2016.0,23,31028,74.1
8306,"Muhlenberg County, KY",2017.0,21,30816,68.1
8307,"Multnomah County, OR",2013.0,306,766135,39.9
8308,"Multnomah County, OR",2015.0,306,790294,38.7
8309,"Multnomah County, OR",2012.0,290,759256,38.2
8310,"Multnomah County, OR",2016.0,299,799766,37.4
8311,"Multnomah County, OR",2017.0,292,807555,36.2
8312,"Multnomah County, OR",2014.0,266,776712,34.2
8313,"Murray County, GA",2015.0,14,39565,Unreliable
8314,"Murray County, GA",2016.0,35,39315,89
8315,"Murray County, GA",2017.0,33,39782,83
8316,"Murray County, GA",2014.0,29,39410,73.6
8317,"Murray County, GA",2012.0,28,39392,71.1
8318,"Murray County, GA",2013.0,21,39267,53.5
8319,"Murray County, MN",2015.0,10,8413,Unreliable
8320,"Murray County, OK",2012.0,11,13663,Unreliable
8321,"Murray County, OK",2013.0,18,13712,Unreliable
8322,"Murray County, OK",2016.0,11,13918,Unreliable
8323,"Murray County, OK",2017.0,10,13853,Unreliable
8324,"Muscatine County, IA",2014.0,18,42903,Unreliable
8325,"Muscatine County, IA",2017.0,19,42880,Unreliable
8326,"Muscatine County, IA",2012.0,27,42879,63
8327,"Muscatine County, IA",2013.0,22,42836,51.4
8328,"Muscatine County, IA",2016.0,21,42940,48.9
8329,"Muscatine County, IA",2015.0,20,43011,46.5
8330,"Muscogee County, GA",2012.0,115,198413,58
8331,"Muscogee County, GA",2016.0,105,197485,53.2
8332,"Muscogee County, GA",2014.0,99,200887,49.3
8333,"Muscogee County, GA",2017.0,91,194058,46.9
8334,"Muscogee County, GA",2013.0,87,202824,42.9
8335,"Muscogee County, GA",2015.0,73,200579,36.4
8336,"Muskegon County, MI",2013.0,116,171008,67.8
8337,"Muskegon County, MI",2015.0,113,172790,65.4
8338,"Muskegon County, MI",2014.0,112,172344,65
8339,"Muskegon County, MI",2012.0,103,170182,60.5
8340,"Muskegon County, MI",2016.0,98,173408,56.5
8341,"Muskegon County, MI",2017.0,87,173693,50.1
8342,"Muskingum County, OH",2012.0,92,85950,107
8343,"Muskingum County, OH",2016.0,75,86068,87.1
8344,"Muskingum County, OH",2014.0,71,85818,82.7
8345,"Muskingum County, OH",2015.0,71,86290,82.3
8346,"Muskingum County, OH",2013.0,68,85231,79.8
8347,"Muskingum County, OH",2017.0,50,86149,58
8348,"Muskogee County, OK",2013.0,65,70303,92.5
8349,"Muskogee County, OK",2012.0,63,70596,89.2
8350,"Muskogee County, OK",2016.0,61,69477,87.8
8351,"Muskogee County, OK",2015.0,61,69699,87.5
8352,"Muskogee County, OK",2014.0,59,69966,84.3
8353,"Muskogee County, OK",2017.0,47,69086,68
8354,"Musselshell County, MT",2017.0,10,4639,Unreliable
8355,"Nacogdoches County, TX",2013.0,46,65330,70.4
8356,"Nacogdoches County, TX",2012.0,38,66034,57.5
8357,"Nacogdoches County, TX",2014.0,32,65301,49
8358,"Nacogdoches County, TX",2017.0,32,65580,48.8
