County,Year,Deaths,Population,Crude Rate
"Faulkner County, AR",2017,58,123654,46.9
"Faulkner County, AR",2016,45,122227,36.8
"Fauquier County, VA",2014,37,68248,54.2
"Fauquier County, VA",2012,35,66542,52.6
"Fauquier County, VA",2017,36,69465,51.8
"Fauquier County, VA",2015,33,68782,48.0
"Fauquier County, VA",2016,31,69069,44.9
"Fayette County, AL",2014,21,16874,124.5
"Fayette County, GA",2013,46,108365,42.4
"Fayette County, GA",2014,44,109664,40.1
"Fayette County, GA",2016,44,111627,39.4
"Fayette County, GA",2015,40,110714,36.1
"Fayette County, GA",2012,33,107524,30.7
"Fayette County, GA",2017,32,112549,28.4
"Fayette County, IN",2012,33,24029,137.3
"Fayette County, IN",2017,27,23209,116.3
"Fayette County, IN",2013,21,23861,88.0
"Fayette County, KY",2013,156,308428,50.6
"Fayette County, KY",2014,152,310797,48.9
"Fayette County, KY",2012,145,305489,47.5
"Fayette County, KY",2015,148,314488,47.1
"Fayette County, KY",2016,150,318449,47.1
"Fayette County, KY",2017,126,321959,39.1
"Fayette County, OH",2013,29,28800,100.7
"Fayette County, OH",2016,28,28676,97.6
"Fayette County, OH",2012,28,28880,97.0
"Fayette County, OH",2017,22,28752,76.5
"Fayette County, OH",2014,22,28800,76.4
"Fayette County, PA",2012,131,135660,96.6
"Fayette County, PA",2013,119,134999,88.1
"Fayette County, PA",2016,117,132733,88.1
"Fayette County, PA",2017,100,131504,76.0
"Fayette County, PA",2015,94,133628,70.3
"Fayette County, PA",2014,91,134086,67.9
"Fayette County, TN",2016,33,39590,83.4
"Fayette County, TN",2017,27,40036,67.4
"Fayette County, TN",2012,26,38659,67.3
"Fayette County, TN",2015,26,39165,66.4
"Fayette County, TN",2013,23,38690,59.4
"Fayette County, TN",2014,21,39011,53.8
"Fayette County, WV",2013,58,45599,127.2
"Fayette County, WV",2015,56,44997,124.5
"Fayette County, WV",2012,48,45869,104.6
"Fayette County, WV",2017,41,43521,94.2
"Fayette County, WV",2014,42,45132,93.1
"Fayette County, WV",2016,39,44323,88.0
"Fentress County, TN",2016,28,18033,155.3
"Fentress County, TN",2017,26,18136,143.4
"Fentress County, TN",2013,22,17909,122.8
"Fentress County, TN",2015,21,17917,117.2
"Fentress County, TN",2012,21,17940,117.1
"Flagler County, FL",2012,95,98359,96.6
"Flagler County, FL",2015,93,105392,88.2
"Flagler County, FL",2016,93,108310,85.9
"Flagler County, FL",2013,84,99956,84.0
"Flagler County, FL",2014,77,102408,75.2
"Flagler County, FL",2017,78,110510,70.6
"Flathead County, MT",2014,56,94924,59.0
"Flathead County, MT",2015,56,96165,58.2
"Flathead County, MT",2012,46,91633,50.2
"Flathead County, MT",2017,44,100000,44.0
"Flathead County, MT",2013,38,93068,40.8
"Flathead County, MT",2016,38,98082,38.7
"Florence County, SC",2013,96,138326,69.4
"Florence County, SC",2015,83,138900,59.8
"Florence County, SC",2012,81,137948,58.7
"Florence County, SC",2014,80,139231,57.5
"Florence County, SC",2017,66,138566,47.6
"Florence County, SC",2016,64,138742,46.1
"Floyd County, GA",2014,66,96063,68.7
"Floyd County, GA",2016,65,96560,67.3
"Floyd County, GA",2015,64,96504,66.3
"Floyd County, GA",2017,57,97613,58.4
"Floyd County, GA",2012,54,96177,56.1
"Floyd County, GA",2013,52,95821,54.3
"Floyd County, IN",2014,52,76179,68.3
"Floyd County, IN",2015,51,76778,66.4
"Floyd County, IN",2016,49,76990,63.6
"Floyd County, IN",2017,45,77071,58.4
"Floyd County, IN",2013,42,76244,55.1
"Floyd County, IN",2012,36,75283,47.8
"Floyd County, KY",2017,48,36271,132.3
"Floyd County, KY",2016,45,37110,121.3
"Floyd County, KY",2012,41,38949,105.3
"Floyd County, KY",2014,40,38108,105.0
"Floyd County, KY",2013,38,38728,98.1
"Floyd County, KY",2015,36,37756,95.3
"Fluvanna County, VA",2015,20,26235,76.2
"Fond du Lac County, WI",2014,70,101759,68.8
"Fond du Lac County, WI",2013,61,101798,59.9
"Fond du Lac County, WI",2017,59,102548,57.5
"Fond du Lac County, WI",2015,50,101973,49.0
"Fond du Lac County, WI",2012,49,101843,48.1
"Fond du Lac County, WI",2016,49,102144,48.0
"Forrest County, MS",2016,52,75979,68.4
"Forrest County, MS",2013,51,77059,66.2
"Forrest County, MS",2015,50,75944,65.8
"Forrest County, MS",2014,49,76330,64.2
"Forrest County, MS",2012,49,76894,63.7
"Forrest County, MS",2017,32,75471,42.4
"Forsyth County, GA",2014,67,204302,32.8
"Forsyth County, GA",2015,67,212438,31.5
"Forsyth County, GA",2016,63,221009,28.5
"Forsyth County, GA",2012,53,187928,28.2
"Forsyth County, GA",2017,62,227967,27.2
"Forsyth County, GA",2013,46,195405,23.5
"Forsyth County, NC",2015,223,369019,60.4
"Forsyth County, NC",2013,214,361220,59.2
"Forsyth County, NC",2014,214,365298,58.6
"Forsyth County, NC",2012,207,358137,57.8
"Forsyth County, NC",2017,204,376320,54.2
"Forsyth County, NC",2016,178,371511,47.9
"Fort Bend County, TX",2013,152,652365,23.3
"Fort Bend County, TX",2014,157,685345,22.9
"Fort Bend County, TX",2012,135,627293,21.5
"Fort Bend County, TX",2015,138,716087,19.3
"Fort Bend County, TX",2017,146,764828,19.1
"Fort Bend County, TX",2016,133,741237,17.9
"Franklin County, AL",2012,26,31761,81.9
"Franklin County, AL",2014,25,31601,79.1
"Franklin County, AL",2013,22,31532,69.8
"Franklin County, AR",2016,29,17626,164.5
"Franklin County, GA",2017,25,22820,109.6
"Franklin County, IL",2015,53,39485,134.2
"Franklin County, IL",2014,47,39411,119.3
"Franklin County, IL",2013,46,39202,117.3
"Franklin County, IL",2017,37,39041,94.8
"Franklin County, IL",2016,31,39156,79.2
"Franklin County, IL",2012,31,39407,78.7
"Franklin County, KS",2016,23,25560,90.0
"Franklin County, KS",2017,20,25733,77.7
"Franklin County, KY",2014,50,49880,100.2
"Franklin County, KY",2013,49,49648,98.7
"Franklin County, KY",2012,46,49804,92.4
"Franklin County, KY",2016,43,50560,85.0
"Franklin County, KY",2017,37,50485,73.3
"Franklin County, KY",2015,26,50375,51.6
"Franklin County, MA",2014,51,70862,72.0
"Franklin County, MA",2017,48,70702,67.9
"Franklin County, MA",2015,44,70601,62.3
"Franklin County, MA",2013,44,71221,61.8
"Franklin County, MA",2016,40,70382,56.8
"Franklin County, MA",2012,39,71540,54.5
"Franklin County, ME",2016,23,30001,76.7
"Franklin County, ME",2015,21,29991,70.0
"Franklin County, ME",2014,21,30296,69.3
"Franklin County, ME",2013,20,30495,65.6
"Franklin County, MO",2014,77,102084,75.4
"Franklin County, MO",2015,71,102426,69.3
"Franklin County, MO",2017,71,103330,68.7
"Franklin County, MO",2012,62,101412,61.1
"Franklin County, MO",2016,54,102838,52.5
"Franklin County, MO",2013,52,101816,51.1
"Franklin County, NC",2013,48,62260,77.1
"Franklin County, NC",2016,49,64705,75.7
"Franklin County, NC",2017,45,66168,68.0
"Franklin County, NC",2014,41,62860,65.2
"Franklin County, NC",2012,38,61475,61.8
"Franklin County, NC",2015,26,63710,40.8
"Franklin County, NY",2015,44,50660,86.9
"Franklin County, NY",2013,35,51688,67.7
"Franklin County, NY",2012,32,51795,61.8
"Franklin County, NY",2016,31,50409,61.5
"Franklin County, NY",2017,30,51116,58.7
"Franklin County, NY",2014,27,51262,52.7
"Franklin County, OH",2013,558,1212263,46.0
"Franklin County, OH",2012,546,1195537,45.7
"Franklin County, OH",2015,571,1251722,45.6
"Franklin County, OH",2014,536,1231393,43.5
"Franklin County, OH",2016,537,1264518,42.5
"Franklin County, OH",2017,519,1291981,40.2
"Franklin County, PA",2015,104,153638,67.7
"Franklin County, PA",2012,100,151275,66.1
"Franklin County, PA",2017,102,154234,66.1
"Franklin County, PA",2013,96,152085,63.1
"Franklin County, PA",2014,94,152892,61.5
"Franklin County, PA",2016,87,153851,56.5
"Franklin County, TN",2015,39,41449,94.1
"Franklin County, TN",2012,36,40772,88.3
"Franklin County, TN",2014,36,41402,87.0
"Franklin County, TN",2013,33,41129,80.2
"Franklin County, TN",2016,31,41700,74.3
"Franklin County, VA",2017,41,56445,72.6
"Franklin County, VA",2014,40,56358,71.0
"Franklin County, VA",2016,36,56069,64.2
"Franklin County, VA",2015,33,56264,58.7
"Franklin County, VA",2012,31,56411,55.0
"Franklin County, VA",2013,28,56335,49.7
"Franklin County, VT",2017,49,49025,99.9
"Franklin County, VT",2016,35,48915,71.6
"Franklin County, VT",2013,33,48294,68.3
"Franklin County, VT",2012,29,48214,60.1
"Franklin County, VT",2015,28,48799,57.4
"Franklin County, VT",2014,27,48642,55.5
"Franklin County, WA",2016,22,90160,24.4
"Frederick County, MD",2013,97,241409,40.2
"Frederick County, MD",2012,95,239582,39.7
"Frederick County, MD",2016,97,247591,39.2
"Frederick County, MD",2017,98,252022,38.9
"Frederick County, MD",2014,89,243675,36.5
"Frederick County, MD",2015,76,245322,31.0
"Frederick County, VA",2014,56,82377,68.0
"Frederick County, VA",2013,51,81319,62.7
"Frederick County, VA",2012,48,80317,59.8
"Frederick County, VA",2016,45,84421,53.3
"Frederick County, VA",2017,45,86484,52.0
"Frederick County, VA",2015,33,83199,39.7
"Freeborn County, MN",2015,23,30613,75.1
"Freeborn County, MN",2014,23,30840,74.6
"Freeborn County, MN",2017,22,30535,72.0
"Freeborn County, MN",2013,22,30948,71.1
"Fremont County, CO",2012,33,46788,70.5
"Fremont County, CO",2013,32,46451,68.9
"Fremont County, CO",2014,32,46502,68.8
"Fremont County, CO",2016,27,47446,56.9
"Fremont County, CO",2017,24,47559,50.5
"Fremont County, CO",2015,22,46692,47.1
"Fresno County, CA",2013,309,955272,32.3
"Fresno County, CA",2012,284,947895,30.0
"Fresno County, CA",2014,282,965974,29.2
"Fresno County, CA",2015,269,974861,27.6
"Fresno County, CA",2017,270,989255,27.3
"Fresno County, CA",2016,260,979915,26.5
"Fulton County, GA",2013,326,984293,33.1
"Fulton County, GA",2014,317,996319,31.8
"Fulton County, GA",2012,303,977773,31.0
"Fulton County, GA",2015,307,1010562,30.4
"Fulton County, GA",2017,285,1041423,27.4
"Fulton County, GA",2016,262,1023336,25.6
"Fulton County, IL",2012,37,36651,101.0
"Fulton County, IL",2014,31,36007,86.1
"Fulton County, IL",2017,30,35110,85.4
"Fulton County, IL",2016,23,35536,64.7
"Fulton County, IL",2013,20,36346,55.0
"Fulton County, NY",2016,42,53828,78.0
"Fulton County, NY",2013,40,54586,73.3
"Fulton County, NY",2014,39,54105,72.1
"Fulton County, NY",2017,34,53877,63.1
"Fulton County, NY",2015,31,53992,57.4
"Fulton County, NY",2012,28,54925,51.0
"Fulton County, OH",2013,26,42488,61.2
"Fulton County, OH",2016,26,42514,61.2
"Fulton County, OH",2017,25,42289,59.1
"Fulton County, OH",2015,22,42537,51.7
"Fulton County, OH",2012,20,42513,47.0
"Gadsden County, FL",2013,36,46194,77.9
"Gadsden County, FL",2017,32,46071,69.5
"Gadsden County, FL",2015,29,46036,63.0
"Gadsden County, FL",2014,25,46281,54.0
"Gadsden County, FL",2012,25,46528,53.7
"Gadsden County, FL",2016,21,46006,45.6
"Gallatin County, MT",2014,22,97308,22.6
"Gallatin County, MT",2013,21,94720,22.2
"Gallatin County, MT",2017,22,107810,20.4
"Gallatin County, MT",2016,21,104502,20.1
"Gallia County, OH",2013,35,30621,114.3
"Gallia County, OH",2016,30,30015,100.0
"Gallia County, OH",2014,30,30397,98.7
"Gallia County, OH",2017,24,29973,80.1
"Gallia County, OH",2012,23,30708,74.9
"Galveston County, TX",2012,173,300484,57.6
"Galveston County, TX",2017,189,335036,56.4
"Galveston County, TX",2013,156,306782,50.9
"Galveston County, TX",2015,162,322225,50.3
"Galveston County, TX",2014,155,314198,49.3
"Galveston County, TX",2016,161,329431,48.9
"Garfield County, OK",2016,40,62603,63.9
"Garfield County, OK",2012,39,61189,63.7
"Garfield County, OK",2014,39,63091,61.8
"Garfield County, OK",2015,39,63569,61.4
"Garfield County, OK",2013,35,62267,56.2
"Garfield County, OK",2017,29,61581,47.1
"Garland County, AR",2012,100,96903,103.2
"Garland County, AR",2013,95,97173,97.8
"Garland County, AR",2015,87,97177,89.5
"Garland County, AR",2014,85,97322,87.3
"Garland County, AR",2017,86,98658,87.2
"Garland County, AR",2016,76,97477,78.0
"Garrard County, KY",2014,23,16858,136.4
"Garrett County, MD",2012,22,29854,73.7
"Garrett County, MD",2015,21,29460,71.3
"Garvin County, OK",2013,28,27334,102.4
"Garvin County, OK",2016,23,27838,82.6
"Garvin County, OK",2014,21,27561,76.2
"Garvin County, OK",2012,20,27297,73.3
"Garvin County, OK",2015,20,27755,72.1
"Gaston County, NC",2014,159,211127,75.3
"Gaston County, NC",2012,156,208049,75.0
"Gaston County, NC",2013,156,209420,74.5
"Gaston County, NC",2015,158,213442,74.0
"Gaston County, NC",2016,156,216965,71.9
"Gaston County, NC",2017,131,220182,59.5
"Geary County, KS",2012,25,38013,65.8
"Geauga County, OH",2017,49,93918,52.2
"Geauga County, OH",2012,45,93680,48.0
"Geauga County, OH",2015,45,94102,47.8
"Geauga County, OH",2016,42,94060,44.7
"Geauga County, OH",2013,37,93972,39.4
"Geauga County, OH",2014,36,94295,38.2
"Genesee County, MI",2014,296,412895,71.7
"Genesee County, MI",2016,276,408615,67.5
"Genesee County, MI",2012,281,418408,67.2
"Genesee County, MI",2013,273,415376,65.7
"Genesee County, MI",2017,257,407385,63.1
"Genesee County, MI",2015,248,410849,60.4
"Genesee County, NY",2015,55,58937,93.3
"Genesee County, NY",2013,48,59454,80.7
"Genesee County, NY",2016,44,58482,75.2
"Genesee County, NY",2017,39,57956,67.3
"Genesee County, NY",2012,38,59977,63.4
"Genesee County, NY",2014,37,59162,62.5
"Geneva County, AL",2017,30,26421,113.5
"Geneva County, AL",2012,29,26931,107.7
"Geneva County, AL",2016,26,26614,97.7
"Geneva County, AL",2013,21,26727,78.6
"Geneva County, AL",2014,20,26712,74.9
"George County, MS",2017,22,24094,91.3
"George County, MS",2012,20,22930,87.2
"George County, MS",2013,20,23159,86.4
"Georgetown County, SC",2012,62,60189,103.0
"Georgetown County, SC",2013,48,60440,79.4
"Georgetown County, SC",2017,48,61607,77.9
"Georgetown County, SC",2015,47,61298,76.7
"Georgetown County, SC",2016,44,61399,71.7
"Georgetown County, SC",2014,43,60773,70.8
"Gibson County, IN",2016,31,33703,92.0
"Gibson County, IN",2013,29,33612,86.3
"Gibson County, IN",2012,21,33458,62.8
"Gibson County, TN",2012,42,49626,84.6
"Gibson County, TN",2015,40,49399,81.0
"Gibson County, TN",2014,39,49472,78.8
"Gibson County, TN",2017,35,49111,71.3
"Gibson County, TN",2016,33,49401,66.8
"Gibson County, TN",2013,26,49457,52.6
"Gila County, AZ",2015,48,53159,90.3
"Gila County, AZ",2013,41,53053,77.3
"Gila County, AZ",2014,37,53119,69.7
"Gila County, AZ",2017,35,53501,65.4
"Gila County, AZ",2012,34,53144,64.0
"Gila County, AZ",2016,23,53556,42.9
"Gilchrist County, FL",2013,23,16931,135.8
"Giles County, TN",2014,32,28853,110.9
"Giles County, TN",2013,24,28746,83.5
"Giles County, TN",2016,21,29307,71.7
"Giles County, TN",2015,20,28946,69.1
"Giles County, TN",2012,20,29072,68.8
"Gillespie County, TX",2016,20,26521,75.4
"Gilmer County, GA",2012,20,28190,70.9
"Gilmer County, GA",2015,20,29400,68.0
"Gladwin County, MI",2012,32,25484,125.6
"Gladwin County, MI",2013,30,25493,117.7
"Gladwin County, MI",2016,29,25122,115.4
"Gladwin County, MI",2017,23,25234,91.1
"Gladwin County, MI",2014,23,25411,90.5
"Gladwin County, MI",2015,22,25164,87.4
"Glenn County, CA",2014,24,27955,85.9
"Gloucester County, NJ",2013,181,290265,62.4
"Gloucester County, NJ",2016,175,292330,59.9
"Gloucester County, NJ",2014,174,290951,59.8
"Gloucester County, NJ",2012,160,289586,55.3
"Gloucester County, NJ",2017,155,292206,53.0
"Gloucester County, NJ",2015,144,291479,49.4
"Gloucester County, VA",2013,37,36834,100.5
"Gloucester County, VA",2015,32,37143,86.2
"Gloucester County, VA",2016,32,37214,86.0
"Gloucester County, VA",2017,30,37292,80.4
"Gloucester County, VA",2012,28,36886,75.9
"Gloucester County, VA",2014,24,37141,64.6
"Glynn County, GA",2014,57,82175,69.4
"Glynn County, GA",2015,52,83579,62.2
"Glynn County, GA",2012,48,81022,59.2
"Glynn County, GA",2017,50,85282,58.6
"Glynn County, GA",2016,47,84502,55.6
"Glynn County, GA",2013,45,81508,55.2
"Goodhue County, MN",2017,34,46304,73.4
"Goodhue County, MN",2012,33,46336,71.2
"Goodhue County, MN",2013,26,46464,56.0
"Goodhue County, MN",2015,21,46435,45.2
"Goodhue County, MN",2016,20,46676,42.8
"Gordon County, GA",2013,46,55757,82.5
"Gordon County, GA",2014,40,56047,71.4
"Gordon County, GA",2016,34,56904,59.7
"Gordon County, GA",2015,33,56574,58.3
"Gordon County, GA",2017,33,57089,57.8
"Gordon County, GA",2012,32,55766,57.4
"Grady County, GA",2012,22,25440,86.5
"Grady County, OK",2012,44,53118,82.8
"Grady County, OK",2015,38,54648,69.5
"Grady County, OK",2014,35,53854,65.0
"Grady County, OK",2017,32,54943,58.2
"Grady County, OK",2016,31,54655,56.7
"Grady County, OK",2013,29,53685,54.0
"Grafton County, NH",2017,58,89386,64.9
"Grafton County, NH",2015,54,89320,60.5
"Grafton County, NH",2013,48,89629,53.6
"Grafton County, NH",2016,46,88888,51.8
"Grafton County, NH",2012,43,89181,48.2
"Grafton County, NH",2014,43,89658,48.0
"Grainger County, TN",2013,28,22702,123.3
"Grainger County, TN",2015,25,22846,109.4
"Grainger County, TN",2012,24,22706,105.7
"Grainger County, TN",2017,24,23144,103.7
"Grainger County, TN",2016,22,23072,95.4
"Grainger County, TN",2014,21,22864,91.8
"Grand Forks County, ND",2014,27,70138,38.5
"Grand Forks County, ND",2016,26,71083,36.6
"Grand Forks County, ND",2013,25,69179,36.1
"Grand Forks County, ND",2015,25,70916,35.3
"Grand Forks County, ND",2012,23,67472,34.1
"Grand Forks County, ND",2017,20,70795,28.3
"Grand Traverse County, MI",2014,56,90782,61.7
"Grand Traverse County, MI",2013,52,89987,57.8
"Grand Traverse County, MI",2015,48,91636,52.4
"Grand Traverse County, MI",2012,43,89112,48.3
"Grand Traverse County, MI",2016,43,92084,46.7
"Grand Traverse County, MI",2017,41,91807,44.7
"Grant County, IN",2013,62,69126,89.7
"Grant County, IN",2015,59,67979,86.8
"Grant County, IN",2016,58,66937,86.6
"Grant County, IN",2014,56,68569,81.7
"Grant County, IN",2012,50,69330,72.1
"Grant County, IN",2017,44,66491,66.2
"Grant County, KY",2014,23,24875,92.5
"Grant County, KY",2015,21,24757,84.8
"Grant County, KY",2013,20,24753,80.8
"Grant County, WA",2015,47,93259,50.4
"Grant County, WA",2013,39,91878,42.4
"Grant County, WA",2017,40,95158,42.0
"Grant County, WA",2012,38,91723,41.4
"Grant County, WA",2016,38,93546,40.6
"Grant County, WA",2014,34,93147,36.5
"Grant County, WI",2014,29,51829,56.0
"Grant County, WI",2015,28,52250,53.6
"Grant County, WI",2017,24,51999,46.2
"Grant County, WI",2013,21,51069,41.1
"Grant County, WI",2012,20,51087,39.1
"Grant Parish, LA",2012,23,22068,104.2
"Granville County, NC",2014,44,58500,75.2
"Granville County, NC",2012,41,60436,67.8
"Granville County, NC",2016,40,59031,67.8
"Granville County, NC",2015,37,58674,63.1
"Granville County, NC",2013,36,58275,61.8
"Granville County, NC",2017,35,59557,58.8
"Gratiot County, MI",2017,32,41018,78.0
"Gratiot County, MI",2014,26,41665,62.4
"Gratiot County, MI",2015,21,41540,50.6
"Gratiot County, MI",2013,21,41968,50.0
"Gratiot County, MI",2012,21,42063,49.9
"Gratiot County, MI",2016,20,41202,48.5
"Graves County, KY",2013,44,37451,117.5
"Graves County, KY",2015,33,37421,88.2
"Graves County, KY",2012,30,37544,79.9
"Graves County, KY",2017,28,37121,75.4
"Graves County, KY",2016,25,37182,67.2
"Graves County, KY",2014,25,37618,66.5
"Gray County, TX",2012,22,22978,95.7
"Grays Harbor County, WA",2014,63,70818,89.0
"Grays Harbor County, WA",2013,61,71078,85.8
"Grays Harbor County, WA",2017,58,72697,79.8
"Grays Harbor County, WA",2016,52,71628,72.6
"Grays Harbor County, WA",2015,49,71122,68.9
"Grays Harbor County, WA",2012,48,71692,67.0
"Grayson County, KY",2012,33,25964,127.1
"Grayson County, KY",2013,32,25997,123.1
"Grayson County, KY",2016,25,26184,95.5
"Grayson County, KY",2015,25,26221,95.3
"Grayson County, KY",2017,25,26358,94.8
"Grayson County, KY",2014,23,26194,87.8
"Grayson County, TX",2012,95,121935,77.9
"Grayson County, TX",2013,88,122353,71.9
"Grayson County, TX",2017,90,131140,68.6
"Grayson County, TX",2016,85,128235,66.3
"Grayson County, TX",2014,79,123534,64.0
"Grayson County, TX",2015,80,125467,63.8
"Green County, WI",2013,23,37090,62.0
"Green County, WI",2016,21,37075,56.6
