Notes,State,State Code,Year,Year Code,Sex,Sex Code,Race,Race Code,Age Group,Age Group Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,South Carolina,45,2009,2009,Male,M,Black or African American,2054-5,70-74 years,70-74,51,12703,401.5,298.9,527.9,56.2
,South Carolina,45,2009,2009,Male,M,Black or African American,2054-5,75-79 years,75-79,32,8263,387.3,264.9,546.7,68.5
,South Carolina,45,2009,2009,Male,M,Black or African American,2054-5,80-84 years,80-84,36,4850,742.3,519.9,1027.6,123.7
,South Carolina,45,2009,2009,Male,M,Black or African American,2054-5,85+ years,85+,20,3747,533.8,326,824.3,119.4
,South Carolina,45,2009,2009,Male,M,White,2106-3,45-49 years,45-49,22,116247,18.9,11.9,28.7,4
,South Carolina,45,2009,2009,Male,M,White,2106-3,50-54 years,50-54,73,111186,65.7,51.5,82.6,7.7
,South Carolina,45,2009,2009,Male,M,White,2106-3,55-59 years,55-59,106,102958,103,84.3,124.5,10
,South Carolina,45,2009,2009,Male,M,White,2106-3,60-64 years ,60-64,176,98754,178.2,152.9,206.6,13.4
,South Carolina,45,2009,2009,Male,M,White,2106-3,65-69 years,65-69,222,78591,282.5,246.5,322.2,19
,South Carolina,45,2009,2009,Male,M,White,2106-3,70-74 years,70-74,215,55296,388.8,338.6,444.4,26.5
,South Carolina,45,2009,2009,Male,M,White,2106-3,75-79 years,75-79,203,39291,516.7,448,592.8,36.3
,South Carolina,45,2009,2009,Male,M,White,2106-3,80-84 years,80-84,162,25063,646.4,550.7,753.9,50.8
,South Carolina,45,2009,2009,Male,M,White,2106-3,85+ years,85+,90,16865,533.6,429.1,655.9,56.3
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,50-54 years,50-54,18,49560,36.3,21.5,57.4,8.6
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,55-59 years,55-59,27,45103,59.9,39.4,87.1,11.5
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,60-64 years ,60-64,26,36241,71.7,46.9,105.1,14.1
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,65-69 years,65-69,25,25346,98.6,63.8,145.6,19.7
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,70-74 years,70-74,26,18299,142.1,92.8,208.2,27.9
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,75-79 years,75-79,25,13596,183.9,119,271.4,36.8
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,80-84 years,80-84,21,9936,211.4,130.8,323.1,46.1
,South Carolina,45,2010,2010,Female,F,Black or African American,2054-5,85+ years,85+,18,10471,171.9,101.9,271.7,40.5
,South Carolina,45,2010,2010,Female,F,White,2106-3,45-49 years,45-49,26,117012,22.2,14.5,32.6,4.4
,South Carolina,45,2010,2010,Female,F,White,2106-3,50-54 years,50-54,45,117445,38.3,27.9,51.3,5.7
,South Carolina,45,2010,2010,Female,F,White,2106-3,55-59 years,55-59,79,113628,69.5,55,86.6,7.8
,South Carolina,45,2010,2010,Female,F,White,2106-3,60-64 years ,60-64,115,110703,103.9,85.8,124.7,9.7
,South Carolina,45,2010,2010,Female,F,White,2106-3,65-69 years,65-69,144,87982,163.7,138,192.7,13.6
,South Carolina,45,2010,2010,Female,F,White,2106-3,70-74 years,70-74,159,64645,246,209.2,287.3,19.5
,South Carolina,45,2010,2010,Female,F,White,2106-3,75-79 years,75-79,150,50068,299.6,253.6,351.6,24.5
,South Carolina,45,2010,2010,Female,F,White,2106-3,80-84 years,80-84,111,37985,292.2,240.4,351.9,27.7
,South Carolina,45,2010,2010,Female,F,White,2106-3,85+ years,85+,98,39045,251,203.8,305.9,25.4
,South Carolina,45,2010,2010,Male,M,Black or African American,2054-5,50-54 years,50-54,28,41962,66.7,44.3,96.4,12.6
,South Carolina,45,2010,2010,Male,M,Black or African American,2054-5,55-59 years,55-59,50,36819,135.8,100.8,179,19.2
,South Carolina,45,2010,2010,Male,M,Black or African American,2054-5,60-64 years ,60-64,66,29557,223.3,172.7,284.1,27.5
,South Carolina,45,2010,2010,Male,M,Black or African American,2054-5,65-69 years,65-69,56,19580,286,216,371.4,38.2
,South Carolina,45,2010,2010,Male,M,Black or African American,2054-5,70-74 years,70-74,50,13056,383,284.2,504.9,54.2
,South Carolina,45,2010,2010,Male,M,Black or African American,2054-5,75-79 years,75-79,40,8598,465.2,332.4,633.5,73.6
,South Carolina,45,2010,2010,Male,M,Black or African American,2054-5,80-84 years,80-84,18,4952,363.5,215.4,574.5,85.7
,South Carolina,45,2010,2010,Male,M,White,2106-3,45-49 years,45-49,30,115755,25.9,17.5,37,4.7
,South Carolina,45,2010,2010,Male,M,White,2106-3,50-54 years,50-54,61,112775,54.1,41.4,69.5,6.9
,South Carolina,45,2010,2010,Male,M,White,2106-3,55-59 years,55-59,100,104430,95.8,77.9,116.5,9.6
,South Carolina,45,2010,2010,Male,M,White,2106-3,60-64 years ,60-64,155,102585,151.1,128.2,176.8,12.1
,South Carolina,45,2010,2010,Male,M,White,2106-3,65-69 years,65-69,200,81714,244.8,212,281.1,17.3
,South Carolina,45,2010,2010,Male,M,White,2106-3,70-74 years,70-74,207,57277,361.4,313.8,414.1,25.1
,South Carolina,45,2010,2010,Male,M,White,2106-3,75-79 years,75-79,209,40625,514.5,447.1,589.1,35.6
,South Carolina,45,2010,2010,Male,M,White,2106-3,80-84 years,80-84,159,25881,614.4,522.6,717.6,48.7
,South Carolina,45,2010,2010,Male,M,White,2106-3,85+ years,85+,107,17729,603.5,494.6,729.3,58.3
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,50-54 years,50-54,17,49679,34.2,19.9,54.8,8.3
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,55-59 years,55-59,29,46009,63,42.2,90.5,11.7
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,60-64 years ,60-64,25,38686,64.6,41.8,95.4,12.9
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,65-69 years,65-69,36,26376,136.5,95.6,189,22.7
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,70-74 years,70-74,30,18873,159,107.2,226.9,29
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,75-79 years,75-79,21,14062,149.3,92.4,228.3,32.6
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,80-84 years,80-84,19,9767,194.5,117.1,303.8,44.6
,South Carolina,45,2011,2011,Female,F,Black or African American,2054-5,85+ years,85+,20,10693,187,114.2,288.9,41.8
,South Carolina,45,2011,2011,Female,F,White,2106-3,45-49 years,45-49,21,115007,18.3,11.3,27.9,4
,South Carolina,45,2011,2011,Female,F,White,2106-3,50-54 years,50-54,56,118796,47.1,35.6,61.2,6.3
,South Carolina,45,2011,2011,Female,F,White,2106-3,55-59 years,55-59,55,115623,47.6,35.8,61.9,6.4
,South Carolina,45,2011,2011,Female,F,White,2106-3,60-64 years ,60-64,112,115144,97.3,80.1,117,9.2
,South Carolina,45,2011,2011,Female,F,White,2106-3,65-69 years,65-69,136,90823,149.7,125.6,177.1,12.8
,South Carolina,45,2011,2011,Female,F,White,2106-3,70-74 years,70-74,137,67455,203.1,170.5,240.1,17.4
,South Carolina,45,2011,2011,Female,F,White,2106-3,75-79 years,75-79,136,51081,266.2,223.4,314.9,22.8
,South Carolina,45,2011,2011,Female,F,White,2106-3,80-84 years,80-84,127,38035,333.9,278.4,397.3,29.6
,South Carolina,45,2011,2011,Female,F,White,2106-3,85+ years,85+,88,39673,221.8,177.9,273.3,23.6
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,50-54 years,50-54,37,41947,88.2,62.1,121.6,14.5
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,55-59 years,55-59,53,37574,141.1,105.7,184.5,19.4
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,60-64 years ,60-64,71,31419,226,176.5,285,26.8
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,65-69 years,65-69,68,20608,330,256.2,418.3,40
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,70-74 years,70-74,51,13488,378.1,281.5,497.2,52.9
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,75-79 years,75-79,39,8976,434.5,309,594,69.6
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,80-84 years,80-84,27,5021,537.7,354.4,782.4,103.5
,South Carolina,45,2011,2011,Male,M,Black or African American,2054-5,85+ years,85+,26,3966,655.6,428.2,960.6,128.6
,South Carolina,45,2011,2011,Male,M,White,2106-3,45-49 years,45-49,30,113582,26.4,17.8,37.7,4.8
,South Carolina,45,2011,2011,Male,M,White,2106-3,50-54 years,50-54,73,114932,63.5,49.8,79.9,7.4
,South Carolina,45,2011,2011,Male,M,White,2106-3,55-59 years,55-59,140,105966,132.1,111.1,155.9,11.2
,South Carolina,45,2011,2011,Male,M,White,2106-3,60-64 years ,60-64,166,106033,156.6,133.6,182.3,12.2
,South Carolina,45,2011,2011,Male,M,White,2106-3,65-69 years,65-69,204,84042,242.7,210.6,278.4,17
,South Carolina,45,2011,2011,Male,M,White,2106-3,70-74 years,70-74,214,60205,355.5,309.4,406.4,24.3
,South Carolina,45,2011,2011,Male,M,White,2106-3,75-79 years,75-79,211,42011,502.2,436.8,574.8,34.6
,South Carolina,45,2011,2011,Male,M,White,2106-3,80-84 years,80-84,140,26771,523,439.9,617.1,44.2
,South Carolina,45,2011,2011,Male,M,White,2106-3,85+ years,85+,103,18355,561.2,458,680.6,55.3
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,50-54 years,50-54,19,49740,38.2,23,59.7,8.8
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,55-59 years,55-59,22,47190,46.6,29.2,70.6,9.9
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,60-64 years ,60-64,36,39906,90.2,63.2,124.9,15
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,65-69 years,65-69,29,28443,102,68.3,146.4,18.9
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,70-74 years,70-74,26,19777,131.5,85.9,192.6,25.8
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,75-79 years,75-79,29,14402,201.4,134.9,289.2,37.4
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,80-84 years,80-84,27,9967,270.9,178.5,394.1,52.1
,South Carolina,45,2012,2012,Female,F,Black or African American,2054-5,85+ years,85+,16,10979,145.7,83.3,236.7,36.4
,South Carolina,45,2012,2012,Female,F,White,2106-3,45-49 years,45-49,25,112946,22.1,14.3,32.7,4.4
,South Carolina,45,2012,2012,Female,F,White,2106-3,50-54 years,50-54,48,119241,40.3,29.7,53.4,5.8
,South Carolina,45,2012,2012,Female,F,White,2106-3,55-59 years,55-59,79,117832,67,53.1,83.6,7.5
,South Carolina,45,2012,2012,Female,F,White,2106-3,60-64 years ,60-64,116,113465,102.2,84.5,122.6,9.5
,South Carolina,45,2012,2012,Female,F,White,2106-3,65-69 years,65-69,148,99652,148.5,125.6,174.5,12.2
,South Carolina,45,2012,2012,Female,F,White,2106-3,70-74 years,70-74,179,71313,251,215.6,290.6,18.8
,South Carolina,45,2012,2012,Female,F,White,2106-3,75-79 years,75-79,159,52428,303.3,258,354.2,24.1
,South Carolina,45,2012,2012,Female,F,White,2106-3,80-84 years,80-84,106,38395,276.1,226,333.9,26.8
,South Carolina,45,2012,2012,Female,F,White,2106-3,85+ years,85+,109,40599,268.5,220.4,323.9,25.7
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,50-54 years,50-54,34,41715,81.5,56.4,113.9,14
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,55-59 years,55-59,43,38577,111.5,80.7,150.1,17
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,60-64 years ,60-64,64,32131,199.2,153.4,254.4,24.9
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,65-69 years,65-69,75,22474,333.7,262.5,418.3,38.5
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,70-74 years,70-74,58,14280,406.2,308.4,525.1,53.3
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,75-79 years,75-79,46,9216,499.1,365.4,665.8,73.6
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,80-84 years,80-84,32,5189,616.7,421.8,870.6,109
,South Carolina,45,2012,2012,Male,M,Black or African American,2054-5,85+ years,85+,26,4143,627.6,409.9,919.5,123.1
,South Carolina,45,2012,2012,Male,M,White,2106-3,45-49 years,45-49,32,111619,28.7,19.6,40.5,5.1
,South Carolina,45,2012,2012,Male,M,White,2106-3,50-54 years,50-54,57,115608,49.3,37.3,63.9,6.5
,South Carolina,45,2012,2012,Male,M,White,2106-3,55-59 years,55-59,128,108231,118.3,98.7,140.6,10.5
,South Carolina,45,2012,2012,Male,M,White,2106-3,60-64 years ,60-64,152,103745,146.5,124.1,171.7,11.9
,South Carolina,45,2012,2012,Male,M,White,2106-3,65-69 years,65-69,207,91757,225.6,195.9,258.5,15.7
,South Carolina,45,2012,2012,Male,M,White,2106-3,70-74 years,70-74,236,64184,367.7,322.3,417.7,23.9
,South Carolina,45,2012,2012,Male,M,White,2106-3,75-79 years,75-79,187,43363,431.2,371.6,497.7,31.5
,South Carolina,45,2012,2012,Male,M,White,2106-3,80-84 years,80-84,155,27685,559.9,475.2,655.3,45
,South Carolina,45,2012,2012,Male,M,White,2106-3,85+ years,85+,97,19422,499.4,405,609.3,50.7
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,50-54 years,50-54,18,50022,36,21.3,56.9,8.5
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,55-59 years,55-59,29,47866,60.6,40.6,87,11.3
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,60-64 years ,60-64,29,41286,70.2,47,100.9,13
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,65-69 years,65-69,39,30255,128.9,91.7,176.2,20.6
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,70-74 years,70-74,35,20864,167.8,116.8,233.3,28.4
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,75-79 years,75-79,27,14633,184.5,121.6,268.5,35.5
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,80-84 years,80-84,17,10076,168.7,98.3,270.1,40.9
,South Carolina,45,2013,2013,Female,F,Black or African American,2054-5,85+ years,85+,26,11267,230.8,150.7,338.1,45.3
,South Carolina,45,2013,2013,Female,F,White,2106-3,45-49 years,45-49,16,110767,14.4,8.3,23.5,3.6
,South Carolina,45,2013,2013,Female,F,White,2106-3,50-54 years,50-54,45,119984,37.5,27.4,50.2,5.6
,South Carolina,45,2013,2013,Female,F,White,2106-3,55-59 years,55-59,77,119517,64.4,50.8,80.5,7.3
,South Carolina,45,2013,2013,Female,F,White,2106-3,60-64 years ,60-64,95,114632,82.9,67,101.3,8.5
,South Carolina,45,2013,2013,Female,F,White,2106-3,65-69 years,65-69,171,103758,164.8,141,191.4,12.6
,South Carolina,45,2013,2013,Female,F,White,2106-3,70-74 years,70-74,170,76767,221.4,189.4,257.4,17
,South Carolina,45,2013,2013,Female,F,White,2106-3,75-79 years,75-79,151,54068,279.3,236.5,327.5,22.7
,South Carolina,45,2013,2013,Female,F,White,2106-3,80-84 years,80-84,113,38589,292.8,241.3,352.1,27.5
,South Carolina,45,2013,2013,Female,F,White,2106-3,85+ years,85+,115,41303,278.4,229.9,334.2,26
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,50-54 years,50-54,29,41677,69.6,46.6,99.9,12.9
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,55-59 years,55-59,51,39367,129.6,96.5,170.3,18.1
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,60-64 years ,60-64,68,33020,205.9,159.9,261.1,25
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,65-69 years,65-69,79,24011,329,260.5,410.1,37
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,70-74 years,70-74,52,15095,344.5,257.3,451.7,47.8
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,75-79 years,75-79,42,9539,440.3,317.3,595.2,67.9
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,80-84 years,80-84,23,5400,425.9,270,639.1,88.8
,South Carolina,45,2013,2013,Male,M,Black or African American,2054-5,85+ years,85+,18,4257,422.8,250.6,668.3,99.7
,South Carolina,45,2013,2013,Male,M,White,2106-3,45-49 years,45-49,18,109488,16.4,9.7,26,3.9
,South Carolina,45,2013,2013,Male,M,White,2106-3,50-54 years,50-54,66,116492,56.7,43.8,72.1,7
,South Carolina,45,2013,2013,Male,M,White,2106-3,55-59 years,55-59,132,110460,119.5,100,141.7,10.4
,South Carolina,45,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,152,103519,146.8,124.4,172.1,11.9
,South Carolina,45,2013,2013,Male,M,White,2106-3,65-69 years,65-69,209,95610,218.6,190,250.3,15.1
,South Carolina,45,2013,2013,Male,M,White,2106-3,70-74 years,70-74,209,69371,301.3,261.8,345,20.8
,South Carolina,45,2013,2013,Male,M,White,2106-3,75-79 years,75-79,191,45024,424.2,366.2,488.8,30.7
,South Carolina,45,2013,2013,Male,M,White,2106-3,80-84 years,80-84,154,28512,540.1,458.2,632.5,43.5
,South Carolina,45,2013,2013,Male,M,White,2106-3,85+ years,85+,106,20297,522.2,427.6,631.6,50.7
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,50-54 years,50-54,18,50258,35.8,21.2,56.6,8.4
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,55-59 years,55-59,24,48436,49.5,31.7,73.7,10.1
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,60-64 years ,60-64,20,42841,46.7,28.5,72.1,10.4
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,65-69 years,65-69,38,32594,116.6,82.5,160,18.9
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,70-74 years,70-74,30,21990,136.4,92,194.8,24.9
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,75-79 years,75-79,20,15028,133.1,81.3,205.5,29.8
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,80-84 years,80-84,17,10436,162.9,94.9,260.8,39.5
,South Carolina,45,2014,2014,Female,F,Black or African American,2054-5,85+ years,85+,23,11447,200.9,127.4,301.5,41.9
,South Carolina,45,2014,2014,Female,F,White,2106-3,45-49 years,45-49,20,109457,18.3,11.2,28.2,4.1
,South Carolina,45,2014,2014,Female,F,White,2106-3,50-54 years,50-54,54,121390,44.5,33.4,58,6.1
,South Carolina,45,2014,2014,Female,F,White,2106-3,55-59 years,55-59,91,121067,75.2,60.5,92.3,7.9
,South Carolina,45,2014,2014,Female,F,White,2106-3,60-64 years ,60-64,114,117176,97.3,80.3,116.9,9.1
,South Carolina,45,2014,2014,Female,F,White,2106-3,65-69 years,65-69,155,108924,142.3,120.8,166.6,11.4
,South Carolina,45,2014,2014,Female,F,White,2106-3,70-74 years,70-74,153,81424,187.9,159.3,220.2,15.2
,South Carolina,45,2014,2014,Female,F,White,2106-3,75-79 years,75-79,146,55981,260.8,220.2,306.7,21.6
,South Carolina,45,2014,2014,Female,F,White,2106-3,80-84 years,80-84,103,39194,262.8,214.5,318.7,25.9
,South Carolina,45,2014,2014,Female,F,White,2106-3,85+ years,85+,105,41946,250.3,204.7,303,24.4
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,50-54 years,50-54,25,41974,59.6,38.5,87.9,11.9
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,55-59 years,55-59,48,39895,120.3,88.7,159.5,17.4
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,60-64 years ,60-64,61,33989,179.5,137.3,230.5,23
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,65-69 years,65-69,68,25661,265,205.8,335.9,32.1
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,70-74 years,70-74,57,16041,355.3,269.1,460.4,47.1
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,75-79 years,75-79,46,9941,462.7,338.8,617.2,68.2
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,80-84 years,80-84,31,5727,541.3,367.8,768.3,97.2
,South Carolina,45,2014,2014,Male,M,Black or African American,2054-5,85+ years,85+,23,4422,520.1,329.7,780.4,108.5
,South Carolina,45,2014,2014,Male,M,White,2106-3,45-49 years,45-49,20,108509,18.4,11.3,28.5,4.1
,South Carolina,45,2014,2014,Male,M,White,2106-3,50-54 years,50-54,60,117661,51,38.9,65.6,6.6
,South Carolina,45,2014,2014,Male,M,White,2106-3,55-59 years,55-59,95,112346,84.6,68.4,103.4,8.7
,South Carolina,45,2014,2014,Male,M,White,2106-3,60-64 years ,60-64,147,104924,140.1,118.4,164.7,11.6
,South Carolina,45,2014,2014,Male,M,White,2106-3,65-69 years,65-69,215,100194,214.6,186.9,245.3,14.6
,South Carolina,45,2014,2014,Male,M,White,2106-3,70-74 years,70-74,285,73622,387.1,343.5,434.8,22.9
,South Carolina,45,2014,2014,Male,M,White,2106-3,75-79 years,75-79,174,47167,368.9,316.1,428,28
,South Carolina,45,2014,2014,Male,M,White,2106-3,80-84 years,80-84,146,29329,497.8,420.3,585.4,41.2
,South Carolina,45,2014,2014,Male,M,White,2106-3,85+ years,85+,102,21348,477.8,389.6,580,47.3
,South Carolina,45,2015,2015,Female,F,Black or African American,2054-5,55-59 years,55-59,21,48922,42.9,26.6,65.6,9.4
,South Carolina,45,2015,2015,Female,F,Black or African American,2054-5,60-64 years ,60-64,30,44109,68,45.9,97.1,12.4
,South Carolina,45,2015,2015,Female,F,Black or African American,2054-5,65-69 years,65-69,42,34797,120.7,87,163.2,18.6
,South Carolina,45,2015,2015,Female,F,Black or African American,2054-5,70-74 years,70-74,40,23147,172.8,123.5,235.3,27.3
,South Carolina,45,2015,2015,Female,F,Black or African American,2054-5,75-79 years,75-79,22,15532,141.6,88.8,214.4,30.2
,South Carolina,45,2015,2015,Female,F,Black or African American,2054-5,80-84 years,80-84,16,10659,150.1,85.8,243.8,37.5
,South Carolina,45,2015,2015,Female,F,Black or African American,2054-5,85+ years,85+,23,11672,197.1,124.9,295.7,41.1
,South Carolina,45,2015,2015,Female,F,White,2106-3,45-49 years,45-49,18,109915,16.4,9.7,25.9,3.9
,South Carolina,45,2015,2015,Female,F,White,2106-3,50-54 years,50-54,36,122033,29.5,20.7,40.8,4.9
,South Carolina,45,2015,2015,Female,F,White,2106-3,55-59 years,55-59,101,122872,82.2,67,99.9,8.2
,South Carolina,45,2015,2015,Female,F,White,2106-3,60-64 years ,60-64,103,120445,85.5,69.8,103.7,8.4
,South Carolina,45,2015,2015,Female,F,White,2106-3,65-69 years,65-69,152,114218,133.1,112.8,156,10.8
,South Carolina,45,2015,2015,Female,F,White,2106-3,70-74 years,70-74,159,85098,186.8,158.9,218.2,14.8
,South Carolina,45,2015,2015,Female,F,White,2106-3,75-79 years,75-79,144,57923,248.6,209.7,292.7,20.7
,South Carolina,45,2015,2015,Female,F,White,2106-3,80-84 years,80-84,100,40296,248.2,201.9,301.8,24.8
,South Carolina,45,2015,2015,Female,F,White,2106-3,85+ years,85+,105,42653,246.2,201.3,298,24
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,50-54 years,50-54,23,41685,55.2,35,82.8,11.5
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,55-59 years,55-59,50,40448,123.6,91.7,163,17.5
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,60-64 years ,60-64,67,34883,192.1,148.9,243.9,23.5
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,65-69 years,65-69,66,27211,242.5,187.6,308.6,29.9
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,70-74 years,70-74,74,17000,435.3,341.8,546.5,50.6
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,75-79 years,75-79,34,10365,328,227.2,458.4,56.3
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,80-84 years,80-84,23,5975,384.9,244,577.6,80.3
,South Carolina,45,2015,2015,Male,M,Black or African American,2054-5,85+ years,85+,18,4545,396,234.7,625.9,93.3
,South Carolina,45,2015,2015,Male,M,White,2106-3,50-54 years,50-54,57,117860,48.4,36.6,62.7,6.4
,South Carolina,45,2015,2015,Male,M,White,2106-3,55-59 years,55-59,106,114576,92.5,75.7,111.9,9
,South Carolina,45,2015,2015,Male,M,White,2106-3,60-64 years ,60-64,149,107090,139.1,117.7,163.4,11.4
,South Carolina,45,2015,2015,Male,M,White,2106-3,65-69 years,65-69,213,104655,203.5,177.1,232.8,13.9
,South Carolina,45,2015,2015,Male,M,White,2106-3,70-74 years,70-74,256,77004,332.5,293,375.8,20.8
,South Carolina,45,2015,2015,Male,M,White,2106-3,75-79 years,75-79,194,49186,394.4,340.9,454,28.3
,South Carolina,45,2015,2015,Male,M,White,2106-3,80-84 years,80-84,135,30457,443.2,371.6,524.6,38.1
,South Carolina,45,2015,2015,Male,M,White,2106-3,85+ years,85+,120,22308,537.9,446,643.2,49.1
,South Dakota,46,2007,2007,Female,F,White,2106-3,60-64 years ,60-64,25,17674,141.5,91.5,208.8,28.3
,South Dakota,46,2007,2007,Female,F,White,2106-3,65-69 years,65-69,23,14054,163.7,103.7,245.6,34.1
,South Dakota,46,2007,2007,Female,F,White,2106-3,70-74 years,70-74,26,12597,206.4,134.8,302.4,40.5
,South Dakota,46,2007,2007,Female,F,White,2106-3,75-79 years,75-79,25,12148,205.8,133.2,303.8,41.2
,South Dakota,46,2007,2007,Female,F,White,2106-3,80-84 years,80-84,17,10230,166.2,96.8,266.1,40.3
,South Dakota,46,2007,2007,Female,F,White,2106-3,85+ years,85+,18,12315,146.2,86.6,231,34.5
,South Dakota,46,2007,2007,Male,M,White,2106-3,55-59 years,55-59,18,23827,75.5,44.8,119.4,17.8
,South Dakota,46,2007,2007,Male,M,White,2106-3,60-64 years ,60-64,22,17713,124.2,77.8,188,26.5
,South Dakota,46,2007,2007,Male,M,White,2106-3,65-69 years,65-69,22,13255,166,104,251.3,35.4
,South Dakota,46,2007,2007,Male,M,White,2106-3,70-74 years,70-74,50,10990,455,337.7,599.8,64.3
,South Dakota,46,2007,2007,Male,M,White,2106-3,75-79 years,75-79,53,9601,552,413.5,722.1,75.8
,South Dakota,46,2007,2007,Male,M,White,2106-3,80-84 years,80-84,33,7303,451.9,311,634.6,78.7
,South Dakota,46,2007,2007,Male,M,White,2106-3,85+ years,85+,28,5592,500.7,332.7,723.7,94.6
,South Dakota,46,2008,2008,Female,F,White,2106-3,60-64 years ,60-64,16,18477,86.6,49.5,140.6,21.6
,South Dakota,46,2008,2008,Female,F,White,2106-3,65-69 years,65-69,23,14648,157,99.5,235.6,32.7
,South Dakota,46,2008,2008,Female,F,White,2106-3,70-74 years,70-74,29,12651,229.2,153.5,329.2,42.6
,South Dakota,46,2008,2008,Female,F,White,2106-3,75-79 years,75-79,20,12082,165.5,101.1,255.7,37
,South Dakota,46,2008,2008,Female,F,White,2106-3,80-84 years,80-84,24,10307,232.9,149.2,346.5,47.5
,South Dakota,46,2008,2008,Female,F,White,2106-3,85+ years,85+,27,12441,217,143,315.8,41.8
,South Dakota,46,2008,2008,Male,M,White,2106-3,55-59 years,55-59,19,24617,77.2,46.5,120.5,17.7
,South Dakota,46,2008,2008,Male,M,White,2106-3,60-64 years ,60-64,29,18867,153.7,102.9,220.7,28.5
,South Dakota,46,2008,2008,Male,M,White,2106-3,65-69 years,65-69,34,13926,244.1,169.1,341.2,41.9
