Notes,State,State Code,Year,Year Code,Sex,Sex Code,Race,Race Code,Age Group,Age Group Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,Connecticut,9,2009,2009,Female,F,White,2106-3,65-69 years,65-69,95,68546,138.6,112.1,169.4,14.2
,Connecticut,9,2009,2009,Female,F,White,2106-3,70-74 years,70-74,120,51687,232.2,192.5,277.6,21.2
,Connecticut,9,2009,2009,Female,F,White,2106-3,75-79 years,75-79,147,47571,309,261.1,363.2,25.5
,Connecticut,9,2009,2009,Female,F,White,2106-3,80-84 years,80-84,127,44589,284.8,237.4,338.9,25.3
,Connecticut,9,2009,2009,Female,F,White,2106-3,85+ years,85+,138,54365,253.8,213.3,299.9,21.6
,Connecticut,9,2009,2009,Male,M,White,2106-3,50-54 years,50-54,42,120453,34.9,25.1,47.1,5.4
,Connecticut,9,2009,2009,Male,M,White,2106-3,55-59 years,55-59,52,101519,51.2,38.3,67.2,7.1
,Connecticut,9,2009,2009,Male,M,White,2106-3,60-64 years ,60-64,85,84663,100.4,80.2,124.1,10.9
,Connecticut,9,2009,2009,Male,M,White,2106-3,65-69 years,65-69,114,61369,185.8,153.2,223.2,17.4
,Connecticut,9,2009,2009,Male,M,White,2106-3,70-74 years,70-74,122,42422,287.6,238.8,343.4,26
,Connecticut,9,2009,2009,Male,M,White,2106-3,75-79 years,75-79,140,35410,395.4,332.6,466.6,33.4
,Connecticut,9,2009,2009,Male,M,White,2106-3,80-84 years,80-84,140,28752,486.9,409.6,574.6,41.2
,Connecticut,9,2009,2009,Male,M,White,2106-3,85+ years,85+,99,25123,394.1,320.3,479.8,39.6
,Connecticut,9,2010,2010,Female,F,White,2106-3,45-49 years,45-49,21,126645,16.6,10.3,25.3,3.6
,Connecticut,9,2010,2010,Female,F,White,2106-3,50-54 years,50-54,40,126457,31.6,22.6,43.1,5
,Connecticut,9,2010,2010,Female,F,White,2106-3,55-59 years,55-59,50,109807,45.5,33.8,60,6.4
,Connecticut,9,2010,2010,Female,F,White,2106-3,60-64 years ,60-64,67,94841,70.6,54.7,89.7,8.6
,Connecticut,9,2010,2010,Female,F,White,2106-3,65-69 years,65-69,116,71039,163.3,134.9,195.9,15.2
,Connecticut,9,2010,2010,Female,F,White,2106-3,70-74 years,70-74,116,52225,222.1,183.5,266.4,20.6
,Connecticut,9,2010,2010,Female,F,White,2106-3,75-79 years,75-79,159,46605,341.2,290.2,398.5,27.1
,Connecticut,9,2010,2010,Female,F,White,2106-3,80-84 years,80-84,138,43944,314,263.8,371,26.7
,Connecticut,9,2010,2010,Female,F,White,2106-3,85+ years,85+,153,55442,276,234,323.3,22.3
,Connecticut,9,2010,2010,Male,M,White,2106-3,45-49 years,45-49,16,121432,13.2,7.5,21.4,3.3
,Connecticut,9,2010,2010,Male,M,White,2106-3,50-54 years,50-54,38,122021,31.1,22,42.7,5.1
,Connecticut,9,2010,2010,Male,M,White,2106-3,55-59 years,55-59,69,105027,65.7,51.1,83.1,7.9
,Connecticut,9,2010,2010,Male,M,White,2106-3,60-64 years ,60-64,94,87875,107,86.4,130.9,11
,Connecticut,9,2010,2010,Male,M,White,2106-3,65-69 years,65-69,130,64216,202.4,169.1,240.4,17.8
,Connecticut,9,2010,2010,Male,M,White,2106-3,70-74 years,70-74,117,42998,272.1,225,326.1,25.2
,Connecticut,9,2010,2010,Male,M,White,2106-3,75-79 years,75-79,137,34915,392.4,329.4,463.9,33.5
,Connecticut,9,2010,2010,Male,M,White,2106-3,80-84 years,80-84,127,28684,442.8,369.1,526.8,39.3
,Connecticut,9,2010,2010,Male,M,White,2106-3,85+ years,85+,116,25932,447.3,369.6,536.5,41.5
,Connecticut,9,2011,2011,Female,F,White,2106-3,50-54 years,50-54,38,127462,29.8,21.1,40.9,4.8
,Connecticut,9,2011,2011,Female,F,White,2106-3,55-59 years,55-59,48,113110,42.4,31.3,56.3,6.1
,Connecticut,9,2011,2011,Female,F,White,2106-3,60-64 years ,60-64,82,98148,83.5,66.4,103.7,9.2
,Connecticut,9,2011,2011,Female,F,White,2106-3,65-69 years,65-69,110,73150,150.4,123.6,181.2,14.3
,Connecticut,9,2011,2011,Female,F,White,2106-3,70-74 years,70-74,115,53290,215.8,178.2,259,20.1
,Connecticut,9,2011,2011,Female,F,White,2106-3,75-79 years,75-79,120,45666,262.8,217.9,314.2,24
,Connecticut,9,2011,2011,Female,F,White,2106-3,80-84 years,80-84,116,42933,270.2,223.3,324.1,25.1
,Connecticut,9,2011,2011,Female,F,White,2106-3,85+ years,85+,145,55671,260.5,219.8,306.5,21.6
,Connecticut,9,2011,2011,Male,M,Black or African American,2054-5,65-69 years,65-69,18,5026,358.1,212.3,566,84.4
,Connecticut,9,2011,2011,Male,M,White,2106-3,50-54 years,50-54,30,122956,24.4,16.5,34.8,4.5
,Connecticut,9,2011,2011,Male,M,White,2106-3,55-59 years,55-59,52,107979,48.2,36,63.2,6.7
,Connecticut,9,2011,2011,Male,M,White,2106-3,60-64 years ,60-64,106,90775,116.8,95.6,141.2,11.3
,Connecticut,9,2011,2011,Male,M,White,2106-3,65-69 years,65-69,112,66380,168.7,138.9,203,15.9
,Connecticut,9,2011,2011,Male,M,White,2106-3,70-74 years,70-74,97,44172,219.6,178.1,267.9,22.3
,Connecticut,9,2011,2011,Male,M,White,2106-3,75-79 years,75-79,141,34499,408.7,344,482,34.4
,Connecticut,9,2011,2011,Male,M,White,2106-3,80-84 years,80-84,127,28532,445.1,371.1,529.6,39.5
,Connecticut,9,2011,2011,Male,M,White,2106-3,85+ years,85+,120,26486,453.1,375.6,541.8,41.4
,Connecticut,9,2012,2012,Female,F,White,2106-3,50-54 years,50-54,27,127254,21.2,14,30.9,4.1
,Connecticut,9,2012,2012,Female,F,White,2106-3,55-59 years,55-59,55,116015,47.4,35.7,61.7,6.4
,Connecticut,9,2012,2012,Female,F,White,2106-3,60-64 years ,60-64,80,96648,82.8,65.6,103,9.3
,Connecticut,9,2012,2012,Female,F,White,2106-3,65-69 years,65-69,89,79126,112.5,90.3,138.4,11.9
,Connecticut,9,2012,2012,Female,F,White,2106-3,70-74 years,70-74,100,55429,180.4,146.8,219.4,18
,Connecticut,9,2012,2012,Female,F,White,2106-3,75-79 years,75-79,106,45205,234.5,192,283.6,22.8
,Connecticut,9,2012,2012,Female,F,White,2106-3,80-84 years,80-84,112,41658,268.9,221.4,323.5,25.4
,Connecticut,9,2012,2012,Female,F,White,2106-3,85+ years,85+,158,56188,281.2,239.1,328.6,22.4
,Connecticut,9,2012,2012,Male,M,White,2106-3,45-49 years,45-49,17,114893,14.8,8.6,23.7,3.6
,Connecticut,9,2012,2012,Male,M,White,2106-3,50-54 years,50-54,34,122049,27.9,19.3,38.9,4.8
,Connecticut,9,2012,2012,Male,M,White,2106-3,55-59 years,55-59,58,111120,52.2,39.6,67.5,6.9
,Connecticut,9,2012,2012,Male,M,White,2106-3,60-64 years ,60-64,80,89582,89.3,70.8,111.1,10
,Connecticut,9,2012,2012,Male,M,White,2106-3,65-69 years,65-69,141,71856,196.2,165.2,231.4,16.5
,Connecticut,9,2012,2012,Male,M,White,2106-3,70-74 years,70-74,117,46355,252.4,208.7,302.5,23.3
,Connecticut,9,2012,2012,Male,M,White,2106-3,75-79 years,75-79,89,34307,259.4,208.3,319.2,27.5
,Connecticut,9,2012,2012,Male,M,White,2106-3,80-84 years,80-84,124,28063,441.9,367.5,526.8,39.7
,Connecticut,9,2012,2012,Male,M,White,2106-3,85+ years,85+,127,27014,470.1,391.9,559.4,41.7
,Connecticut,9,2013,2013,Female,F,White,2106-3,50-54 years,50-54,33,125918,26.2,18,36.8,4.6
,Connecticut,9,2013,2013,Female,F,White,2106-3,55-59 years,55-59,51,118418,43.1,32.1,56.6,6
,Connecticut,9,2013,2013,Female,F,White,2106-3,60-64 years ,60-64,49,97730,50.1,37.1,66.3,7.2
,Connecticut,9,2013,2013,Female,F,White,2106-3,65-69 years,65-69,111,80920,137.2,112.8,165.2,13
,Connecticut,9,2013,2013,Female,F,White,2106-3,70-74 years,70-74,116,59410,195.3,161.3,234.2,18.1
,Connecticut,9,2013,2013,Female,F,White,2106-3,75-79 years,75-79,107,45229,236.6,193.9,285.9,22.9
,Connecticut,9,2013,2013,Female,F,White,2106-3,80-84 years,80-84,143,40363,354.3,298.6,417.3,29.6
,Connecticut,9,2013,2013,Female,F,White,2106-3,85+ years,85+,143,56394,253.6,213.7,298.7,21.2
,Connecticut,9,2013,2013,Male,M,Black or African American,2054-5,55-59 years,55-59,16,10856,147.4,84.2,239.3,36.8
,Connecticut,9,2013,2013,Male,M,White,2106-3,50-54 years,50-54,32,120386,26.6,18.2,37.5,4.7
,Connecticut,9,2013,2013,Male,M,White,2106-3,55-59 years,55-59,60,113607,52.8,40.3,68,6.8
,Connecticut,9,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,94,91154,103.1,83.3,126.2,10.6
,Connecticut,9,2013,2013,Male,M,White,2106-3,65-69 years,65-69,113,73279,154.2,127.1,185.4,14.5
,Connecticut,9,2013,2013,Male,M,White,2106-3,70-74 years,70-74,114,50348,226.4,186.8,272,21.2
,Connecticut,9,2013,2013,Male,M,White,2106-3,75-79 years,75-79,98,34608,283.2,229.9,345.1,28.6
,Connecticut,9,2013,2013,Male,M,White,2106-3,80-84 years,80-84,124,27344,453.5,377.2,540.7,40.7
,Connecticut,9,2013,2013,Male,M,White,2106-3,85+ years,85+,103,27390,376,306.9,456.1,37.1
,Connecticut,9,2014,2014,Female,F,White,2106-3,50-54 years,50-54,29,124609,23.3,15.6,33.4,4.3
,Connecticut,9,2014,2014,Female,F,White,2106-3,55-59 years,55-59,57,119853,47.6,36,61.6,6.3
,Connecticut,9,2014,2014,Female,F,White,2106-3,60-64 years ,60-64,86,100099,85.9,68.7,106.1,9.3
,Connecticut,9,2014,2014,Female,F,White,2106-3,65-69 years,65-69,98,83081,118,95.8,143.8,11.9
,Connecticut,9,2014,2014,Female,F,White,2106-3,70-74 years,70-74,108,61777,174.8,143.4,211.1,16.8
,Connecticut,9,2014,2014,Female,F,White,2106-3,75-79 years,75-79,120,45606,263.1,218.2,314.6,24
,Connecticut,9,2014,2014,Female,F,White,2106-3,80-84 years,80-84,132,39209,336.7,281.7,399.2,29.3
,Connecticut,9,2014,2014,Female,F,White,2106-3,85+ years,85+,149,56282,264.7,223.9,310.8,21.7
,Connecticut,9,2014,2014,Male,M,White,2106-3,45-49 years,45-49,16,106528,15,8.6,24.4,3.8
,Connecticut,9,2014,2014,Male,M,White,2106-3,50-54 years,50-54,37,119079,31.1,21.9,42.8,5.1
,Connecticut,9,2014,2014,Male,M,White,2106-3,55-59 years,55-59,52,114694,45.3,33.9,59.5,6.3
,Connecticut,9,2014,2014,Male,M,White,2106-3,60-64 years ,60-64,88,93569,94,75.4,115.9,10
,Connecticut,9,2014,2014,Male,M,White,2106-3,65-69 years,65-69,107,74965,142.7,117,172.5,13.8
,Connecticut,9,2014,2014,Male,M,White,2106-3,70-74 years,70-74,119,52780,225.5,186.8,269.8,20.7
,Connecticut,9,2014,2014,Male,M,White,2106-3,75-79 years,75-79,99,35327,280.2,227.8,341.2,28.2
,Connecticut,9,2014,2014,Male,M,White,2106-3,80-84 years,80-84,100,26611,375.8,305.8,457.1,37.6
,Connecticut,9,2014,2014,Male,M,White,2106-3,85+ years,85+,125,27600,452.9,377,539.6,40.5
,Connecticut,9,2015,2015,Female,F,White,2106-3,50-54 years,50-54,27,122121,22.1,14.6,32.2,4.3
,Connecticut,9,2015,2015,Female,F,White,2106-3,55-59 years,55-59,44,120736,36.4,26.5,48.9,5.5
,Connecticut,9,2015,2015,Female,F,White,2106-3,60-64 years ,60-64,58,102584,56.5,42.9,73.1,7.4
,Connecticut,9,2015,2015,Female,F,White,2106-3,65-69 years,65-69,89,85754,103.8,83.3,127.7,11
,Connecticut,9,2015,2015,Female,F,White,2106-3,70-74 years,70-74,122,63622,191.8,159.2,229,17.4
,Connecticut,9,2015,2015,Female,F,White,2106-3,75-79 years,75-79,133,45873,289.9,242.8,343.6,25.1
,Connecticut,9,2015,2015,Female,F,White,2106-3,80-84 years,80-84,102,38521,264.8,215.9,321.4,26.2
,Connecticut,9,2015,2015,Female,F,White,2106-3,85+ years,85+,153,56251,272,230.6,318.7,22
,Connecticut,9,2015,2015,Male,M,White,2106-3,50-54 years,50-54,21,116713,18,11.1,27.5,3.9
,Connecticut,9,2015,2015,Male,M,White,2106-3,55-59 years,55-59,60,115271,52.1,39.7,67,6.7
,Connecticut,9,2015,2015,Male,M,White,2106-3,60-64 years ,60-64,99,96477,102.6,83.4,124.9,10.3
,Connecticut,9,2015,2015,Male,M,White,2106-3,65-69 years,65-69,106,76897,137.8,112.9,166.7,13.4
,Connecticut,9,2015,2015,Male,M,White,2106-3,70-74 years,70-74,103,54875,187.7,153.2,227.6,18.5
,Connecticut,9,2015,2015,Male,M,White,2106-3,75-79 years,75-79,111,35830,309.8,254.9,373.1,29.4
,Connecticut,9,2015,2015,Male,M,White,2106-3,80-84 years,80-84,95,26289,361.4,292.4,441.8,37.1
,Connecticut,9,2015,2015,Male,M,White,2106-3,85+ years,85+,101,28044,360.1,293.3,437.6,35.8
,Delaware,10,2007,2007,Female,F,White,2106-3,55-59 years,55-59,19,22710,83.7,50.4,130.7,19.2
,Delaware,10,2007,2007,Female,F,White,2106-3,60-64 years ,60-64,30,20104,149.2,100.7,213,27.2
,Delaware,10,2007,2007,Female,F,White,2106-3,65-69 years,65-69,28,15996,175,116.3,253,33.1
,Delaware,10,2007,2007,Female,F,White,2106-3,70-74 years,70-74,32,12866,248.7,170.1,351.1,44
,Delaware,10,2007,2007,Female,F,White,2106-3,75-79 years,75-79,41,11169,367.1,263.4,498,57.3
,Delaware,10,2007,2007,Female,F,White,2106-3,80-84 years,80-84,39,8832,441.6,314,603.6,70.7
,Delaware,10,2007,2007,Female,F,White,2106-3,85+ years,85+,22,8530,257.9,161.6,390.5,55
,Delaware,10,2007,2007,Male,M,White,2106-3,55-59 years,55-59,25,20605,121.3,78.5,179.1,24.3
,Delaware,10,2007,2007,Male,M,White,2106-3,60-64 years ,60-64,31,18313,169.3,115,240.3,30.4
,Delaware,10,2007,2007,Male,M,White,2106-3,65-69 years,65-69,30,14304,209.7,141.5,299.4,38.3
,Delaware,10,2007,2007,Male,M,White,2106-3,70-74 years,70-74,35,11076,316,220.1,439.5,53.4
,Delaware,10,2007,2007,Male,M,White,2106-3,75-79 years,75-79,41,9208,445.3,319.5,604.1,69.5
,Delaware,10,2007,2007,Male,M,White,2106-3,80-84 years,80-84,35,5899,593.3,413.3,825.2,100.3
,Delaware,10,2007,2007,Male,M,White,2106-3,85+ years,85+,19,3924,484.2,291.5,756.1,111.1
,Delaware,10,2008,2008,Female,F,White,2106-3,60-64 years ,60-64,27,21222,127.2,83.8,185.1,24.5
,Delaware,10,2008,2008,Female,F,White,2106-3,65-69 years,65-69,39,17037,228.9,162.8,312.9,36.7
,Delaware,10,2008,2008,Female,F,White,2106-3,70-74 years,70-74,33,13198,250,172.1,351.1,43.5
,Delaware,10,2008,2008,Female,F,White,2106-3,75-79 years,75-79,40,11217,356.6,254.8,485.6,56.4
,Delaware,10,2008,2008,Female,F,White,2106-3,80-84 years,80-84,36,8945,402.5,281.9,557.2,67.1
,Delaware,10,2008,2008,Female,F,White,2106-3,85+ years,85+,24,8830,271.8,174.1,404.4,55.5
,Delaware,10,2008,2008,Male,M,White,2106-3,55-59 years,55-59,20,20868,95.8,58.5,148,21.4
,Delaware,10,2008,2008,Male,M,White,2106-3,60-64 years ,60-64,24,19224,124.8,80,185.8,25.5
,Delaware,10,2008,2008,Male,M,White,2106-3,65-69 years,65-69,37,15161,244,171.8,336.4,40.1
,Delaware,10,2008,2008,Male,M,White,2106-3,70-74 years,70-74,39,11407,341.9,243.1,467.4,54.7
,Delaware,10,2008,2008,Male,M,White,2106-3,75-79 years,75-79,57,9296,613.2,464.4,794.4,81.2
,Delaware,10,2008,2008,Male,M,White,2106-3,80-84 years,80-84,33,6167,535.1,368.3,751.5,93.2
,Delaware,10,2008,2008,Male,M,White,2106-3,85+ years,85+,23,4099,561.1,355.7,841.9,117
,Delaware,10,2009,2009,Female,F,White,2106-3,60-64 years ,60-64,23,21848,105.3,66.7,158,22
,Delaware,10,2009,2009,Female,F,White,2106-3,65-69 years,65-69,40,17839,224.2,160.2,305.3,35.5
,Delaware,10,2009,2009,Female,F,White,2106-3,70-74 years,70-74,35,13475,259.7,180.9,361.2,43.9
,Delaware,10,2009,2009,Female,F,White,2106-3,75-79 years,75-79,29,11148,260.1,174.2,373.6,48.3
,Delaware,10,2009,2009,Female,F,White,2106-3,80-84 years,80-84,34,8727,389.6,269.8,544.4,66.8
,Delaware,10,2009,2009,Female,F,White,2106-3,85+ years,85+,21,9124,230.2,142.5,351.8,50.2
,Delaware,10,2009,2009,Male,M,White,2106-3,55-59 years,55-59,16,21215,75.4,43.1,122.5,18.9
,Delaware,10,2009,2009,Male,M,White,2106-3,60-64 years ,60-64,27,19683,137.2,90.4,199.6,26.4
,Delaware,10,2009,2009,Male,M,White,2106-3,65-69 years,65-69,44,15919,276.4,200.8,371.1,41.7
,Delaware,10,2009,2009,Male,M,White,2106-3,70-74 years,70-74,35,11689,299.4,208.6,416.4,50.6
,Delaware,10,2009,2009,Male,M,White,2106-3,75-79 years,75-79,43,9121,471.4,341.2,635,71.9
,Delaware,10,2009,2009,Male,M,White,2106-3,80-84 years,80-84,41,6351,645.6,463.3,875.8,100.8
,Delaware,10,2009,2009,Male,M,White,2106-3,85+ years,85+,18,4295,419.1,248.4,662.3,98.8
,Delaware,10,2010,2010,Female,F,White,2106-3,50-54 years,50-54,18,25775,69.8,41.4,110.4,16.5
,Delaware,10,2010,2010,Female,F,White,2106-3,60-64 years ,60-64,21,22714,92.5,57.2,141.3,20.2
,Delaware,10,2010,2010,Female,F,White,2106-3,65-69 years,65-69,33,18518,178.2,122.7,250.3,31
,Delaware,10,2010,2010,Female,F,White,2106-3,70-74 years,70-74,42,13799,304.4,219.4,411.4,47
,Delaware,10,2010,2010,Female,F,White,2106-3,75-79 years,75-79,34,11152,304.9,211.1,426,52.3
,Delaware,10,2010,2010,Female,F,White,2106-3,80-84 years,80-84,43,8740,492,356.1,662.7,75
,Delaware,10,2010,2010,Female,F,White,2106-3,85+ years,85+,31,9379,330.5,224.6,469.2,59.4
,Delaware,10,2010,2010,Male,M,White,2106-3,55-59 years,55-59,22,21810,100.9,63.2,152.7,21.5
,Delaware,10,2010,2010,Male,M,White,2106-3,60-64 years ,60-64,28,20619,135.8,90.2,196.3,25.7
,Delaware,10,2010,2010,Male,M,White,2106-3,65-69 years,65-69,51,16334,312.2,232.5,410.5,43.7
,Delaware,10,2010,2010,Male,M,White,2106-3,70-74 years,70-74,41,11983,342.2,245.5,464.2,53.4
,Delaware,10,2010,2010,Male,M,White,2106-3,75-79 years,75-79,45,9215,488.3,356.2,653.4,72.8
,Delaware,10,2010,2010,Male,M,White,2106-3,80-84 years,80-84,50,6458,774.2,574.7,1020.7,109.5
,Delaware,10,2010,2010,Male,M,White,2106-3,85+ years,85+,26,4563,569.8,372.2,834.9,111.7
,Delaware,10,2011,2011,Female,F,White,2106-3,60-64 years ,60-64,16,23660,67.6,38.7,109.8,16.9
,Delaware,10,2011,2011,Female,F,White,2106-3,65-69 years,65-69,32,18935,169,115.6,238.6,29.9
,Delaware,10,2011,2011,Female,F,White,2106-3,70-74 years,70-74,40,14308,279.6,199.7,380.7,44.2
,Delaware,10,2011,2011,Female,F,White,2106-3,75-79 years,75-79,40,11152,358.7,256.2,488.4,56.7
,Delaware,10,2011,2011,Female,F,White,2106-3,80-84 years,80-84,28,8812,317.7,211.1,459.2,60
,Delaware,10,2011,2011,Female,F,White,2106-3,85+ years,85+,25,9457,264.4,171.1,390.2,52.9
,Delaware,10,2011,2011,Male,M,White,2106-3,50-54 years,50-54,16,24673,64.8,37.1,105.3,16.2
,Delaware,10,2011,2011,Male,M,White,2106-3,55-59 years,55-59,20,22437,89.1,54.4,137.7,19.9
,Delaware,10,2011,2011,Male,M,White,2106-3,60-64 years ,60-64,27,21411,126.1,83.1,183.5,24.3
,Delaware,10,2011,2011,Male,M,White,2106-3,65-69 years,65-69,38,16750,226.9,160.5,311.4,36.8
,Delaware,10,2011,2011,Male,M,White,2106-3,70-74 years,70-74,47,12433,378,277.8,502.7,55.1
,Delaware,10,2011,2011,Male,M,White,2106-3,75-79 years,75-79,39,9205,423.7,301.3,579.2,67.8
,Delaware,10,2011,2011,Male,M,White,2106-3,80-84 years,80-84,41,6679,613.9,440.5,832.8,95.9
,Delaware,10,2011,2011,Male,M,White,2106-3,85+ years,85+,22,4771,461.1,289,698.1,98.3
,Delaware,10,2012,2012,Female,F,White,2106-3,55-59 years,55-59,18,24959,72.1,42.7,114,17
,Delaware,10,2012,2012,Female,F,White,2106-3,60-64 years ,60-64,26,23482,110.7,72.3,162.2,21.7
,Delaware,10,2012,2012,Female,F,White,2106-3,65-69 years,65-69,35,20493,170.8,119,237.5,28.9
,Delaware,10,2012,2012,Female,F,White,2106-3,70-74 years,70-74,39,15026,259.6,184.6,354.8,41.6
,Delaware,10,2012,2012,Female,F,White,2106-3,75-79 years,75-79,31,11257,275.4,187.1,390.9,49.5
,Delaware,10,2012,2012,Female,F,White,2106-3,80-84 years,80-84,36,8844,407.1,285.1,563.5,67.8
,Delaware,10,2012,2012,Female,F,White,2106-3,85+ years,85+,33,9735,339,233.3,476.1,59
,Delaware,10,2012,2012,Male,M,White,2106-3,55-59 years,55-59,23,23185,99.2,62.9,148.9,20.7
,Delaware,10,2012,2012,Male,M,White,2106-3,60-64 years ,60-64,23,20935,109.9,69.6,164.8,22.9
,Delaware,10,2012,2012,Male,M,White,2106-3,65-69 years,65-69,37,18439,200.7,141.3,276.6,33
,Delaware,10,2012,2012,Male,M,White,2106-3,70-74 years,70-74,38,13094,290.2,205.4,398.3,47.1
,Delaware,10,2012,2012,Male,M,White,2106-3,75-79 years,75-79,33,9307,354.6,244.1,497.9,61.7
,Delaware,10,2012,2012,Male,M,White,2106-3,80-84 years,80-84,36,6830,527.1,369.2,729.7,87.8
,Delaware,10,2012,2012,Male,M,White,2106-3,85+ years,85+,43,5004,859.3,621.9,1157.5,131
,Delaware,10,2013,2013,Female,F,White,2106-3,55-59 years,55-59,21,25510,82.3,51,125.8,18
,Delaware,10,2013,2013,Female,F,White,2106-3,60-64 years ,60-64,24,23805,100.8,64.6,150,20.6
,Delaware,10,2013,2013,Female,F,White,2106-3,65-69 years,65-69,32,21388,149.6,102.3,211.2,26.4
,Delaware,10,2013,2013,Female,F,White,2106-3,70-74 years,70-74,33,16270,202.8,139.6,284.8,35.3
,Delaware,10,2013,2013,Female,F,White,2106-3,75-79 years,75-79,22,11598,189.7,118.9,287.2,40.4
,Delaware,10,2013,2013,Female,F,White,2106-3,80-84 years,80-84,28,8895,314.8,209.2,454.9,59.5
,Delaware,10,2013,2013,Female,F,White,2106-3,85+ years,85+,23,9939,231.4,146.7,347.2,48.3
,Delaware,10,2013,2013,Male,M,White,2106-3,55-59 years,55-59,22,23627,93.1,58.4,141,19.9
,Delaware,10,2013,2013,Male,M,White,2106-3,60-64 years ,60-64,38,21239,178.9,126.6,245.6,29
,Delaware,10,2013,2013,Male,M,White,2106-3,65-69 years,65-69,36,19285,186.7,130.7,258.4,31.1
,Delaware,10,2013,2013,Male,M,White,2106-3,70-74 years,70-74,41,14059,291.6,209.3,395.6,45.5
,Delaware,10,2013,2013,Male,M,White,2106-3,75-79 years,75-79,41,9711,422.2,303,572.8,65.9
,Delaware,10,2013,2013,Male,M,White,2106-3,80-84 years,80-84,35,6918,505.9,352.4,703.6,85.5
,Delaware,10,2013,2013,Male,M,White,2106-3,85+ years,85+,33,5222,631.9,435,887.5,110
,Delaware,10,2014,2014,Female,F,White,2106-3,60-64 years ,60-64,30,24409,122.9,82.9,175.5,22.4
,Delaware,10,2014,2014,Female,F,White,2106-3,65-69 years,65-69,38,22445,169.3,119.8,232.4,27.5
,Delaware,10,2014,2014,Female,F,White,2106-3,70-74 years,70-74,51,17161,297.2,221.3,390.7,41.6
,Delaware,10,2014,2014,Female,F,White,2106-3,75-79 years,75-79,36,11967,300.8,210.7,416.5,50.1
,Delaware,10,2014,2014,Female,F,White,2106-3,80-84 years,80-84,27,8978,300.7,198.2,437.6,57.9
,Delaware,10,2014,2014,Female,F,White,2106-3,85+ years,85+,28,10081,277.8,184.6,401.4,52.5
,Delaware,10,2014,2014,Male,M,White,2106-3,60-64 years ,60-64,29,21705,133.6,89.5,191.9,24.8
,Delaware,10,2014,2014,Male,M,White,2106-3,65-69 years,65-69,44,20259,217.2,157.8,291.6,32.7
,Delaware,10,2014,2014,Male,M,White,2106-3,70-74 years,70-74,35,14854,235.6,164.1,327.7,39.8
,Delaware,10,2014,2014,Male,M,White,2106-3,75-79 years,75-79,55,10056,546.9,412,711.9,73.7
,Delaware,10,2014,2014,Male,M,White,2106-3,80-84 years,80-84,22,6933,317.3,198.9,480.4,67.7
,Delaware,10,2014,2014,Male,M,White,2106-3,85+ years,85+,24,5453,440.1,282,654.9,89.8
,Delaware,10,2015,2015,Female,F,White,2106-3,55-59 years,55-59,24,26506,90.5,58,134.7,18.5
,Delaware,10,2015,2015,Female,F,White,2106-3,65-69 years,65-69,31,23531,131.7,89.5,187,23.7
,Delaware,10,2015,2015,Female,F,White,2106-3,70-74 years,70-74,45,17882,251.6,183.6,336.7,37.5
,Delaware,10,2015,2015,Female,F,White,2106-3,75-79 years,75-79,25,12316,203,131.4,299.7,40.6
,Delaware,10,2015,2015,Female,F,White,2106-3,80-84 years,80-84,32,9087,352.2,240.9,497.1,62.3
,Delaware,10,2015,2015,Female,F,White,2106-3,85+ years,85+,30,10294,291.4,196.6,416,53.2
,Delaware,10,2015,2015,Male,M,White,2106-3,55-59 years,55-59,24,24410,98.3,63,146.3,20.1
,Delaware,10,2015,2015,Male,M,White,2106-3,60-64 years ,60-64,18,22451,80.2,47.5,126.7,18.9
,Delaware,10,2015,2015,Male,M,White,2106-3,65-69 years,65-69,38,21147,179.7,127.2,246.6,29.2
,Delaware,10,2015,2015,Male,M,White,2106-3,70-74 years,70-74,49,15620,313.7,232.1,414.7,44.8
,Delaware,10,2015,2015,Male,M,White,2106-3,75-79 years,75-79,51,10412,489.8,364.7,644,68.6
,Delaware,10,2015,2015,Male,M,White,2106-3,80-84 years,80-84,39,6950,561.2,399,767.1,89.9
,Delaware,10,2015,2015,Male,M,White,2106-3,85+ years,85+,25,5720,437.1,282.8,645.2,87.4
,District of Columbia,11,2007,2007,Female,F,Black or African American,2054-5,75-79 years,75-79,16,5412,295.6,169,480.1,73.9
,District of Columbia,11,2007,2007,Male,M,Black or African American,2054-5,70-74 years,70-74,19,4023,472.3,284.3,737.5,108.3
,District of Columbia,11,2007,2007,Male,M,Black or African American,2054-5,75-79 years,75-79,18,3033,593.5,351.7,937.9,139.9
,District of Columbia,11,2008,2008,Female,F,Black or African American,2054-5,75-79 years,75-79,16,5265,303.9,173.7,493.5,76
,District of Columbia,11,2008,2008,Female,F,Black or African American,2054-5,85+ years,85+,17,4453,381.8,222.4,611.2,92.6
,District of Columbia,11,2008,2008,Male,M,Black or African American,2054-5,55-59 years,55-59,18,9383,191.8,113.7,303.2,45.2
,District of Columbia,11,2008,2008,Male,M,Black or African American,2054-5,60-64 years ,60-64,17,6932,245.2,142.9,392.6,59.5
,District of Columbia,11,2008,2008,Male,M,Black or African American,2054-5,70-74 years,70-74,20,4009,498.9,304.7,770.5,111.6
